Title,Text
Idadi ya waliofariki shambulizi la bunduki California yafikia tisa,"Idadi ya watu waliofariki kufuatia shambulizi la bunduki mjini San Jose, jimbo la California hapa Marekani, imefikia tisa. 

Haya yanajiri huku uchunguzi ukiendelea kubaini ni nini kilipelekea mshukiwa, ambaye pia alifariki, kuanza kuwapiga watu risasi kiholela jana asubuhi. 
 Waathiriwa wanane, ambao walikuwa na umri wa kati ya miaka 29 na 63, walitambuliwa jana Jumatano. 
 Wa tisa, Alex Ward Fritch, mwenye umri wa miaka 49, alisafirishwa kwenda Kituo cha Matibabu cha Santa Clara, akiwa katika hali mbaya, na aliaga dunia jana jioni. 
 Shambulizi hilo limefufua mjadala mkali wa kitaifa kuhusu sheria za umiliki wa silaha hapa Marekani"
Uchaguzi kuitishwa Algeria,"Rais wa Algeria Abdelmadjid Tebboune Alhamisi amesaini sheria inayoitisha uchaguzi wa awali wa bunge tarehe 12 June baada ya kulivunja bunge mwezi uliyopita. 
 Uchaguzi wa bunge ulikua umepangwa kufanyika mwaka wa 2022, lakini mwezi Februari rais Tebboune alilivunja bunge na kuomba uchaguzi mwengine ufanyike kabla ya mwaka huu kama sehemu ya mageuzi. 
 Tebboune aliachia huru darzeni ya wanaharakati wanaotetea demokrasia wa vuguvugu la Hirak lililoanda maandamano ya mabadiliko, ambalo lilimlazimisha mtangulizi wake Abdelaziz Boutlefika kujiuzulu mwaka wa 2019. 
 Uchaguzi unaokuja wa bunge utafanyika chini ya sheria mpya ya uchaguzi, ambayo iliidhinishwa na rais Tebboune, taarifa kutoka ofisi yake imesema. 
 Mwezi uliopita, Tebboune aliahidi kuwa uchaguzi hautakuwa na ufisadi, na utafungua milango ya bunge kwa vijana, akiongeza kuwa lazima vijana wawe na uzito wa kisiasa. 
 Maandamano yalionekana kama mwamko kukiwa na maandamano mengine kote nchini, baada ya kusitishwa mwaka jana kufuatia masharti ya kupambana na janga la corona. 
 Waandamanaji wanaomba mabadiliko kamili ya mfumo wa uongozi uliopo tangu Algeria ijitapitie uhuru kutoka kwa Ufaransa mwaka wa 1962, n kumalizika kwa ushawishi wa jeshi katika taifa hilo la kaskazini mwa Afrika."
Jeshi la Msumbiji limewaua wanamgambo 36,"Mamlaka nchini Msumbiji zimesema Jumamosi wanajeshi wamefanikiwa kuwaua washukiwa wanamgambo 36, wakati wa operesheni ya usalama mjini Palma.  

Mji huo wa pwani ulilengwa na wana jihadi wiki mbili zilizopita. Brigadia Chongo Vidigal, msemaji wa jeshi ambaye alizungumza na wanahabari Ijumaa jioni amesema kuwa idadi ya waliouawa huenda ikawa kubwa zaidi. 
 Vidigal amesema serikali inaamini kwamba jeshi kuingilia kati huko Palma kumekuwa na mafanikio. 
 Wanamgambo wenye uhusiano na Islamic State wameshambulia mji wa pwani wa kaskazini mashariki wa Palma March 24, na kuharibu majengo na kuwakata vichwa raia. 
 Wanamgambo hao ambao wanajulikana kama al-Shabaab hawana uhusiano na kundi kama hilo nchini Somalia. 
 Wanamgambo hao wa Cabo Delgado wamefanya mlolongo wa uvamizI kwenye miji na vijiji ikiwa ni juhudi ya kusimika ukhalifa wa Kiislamu. Bado haiko bayana raia wangapi wameuawa."
"Nigeria : Wasichana 300 waliotekwa bado watafutwa, wavulana waachiliwa","Watu wenye silaha nchini Nigeria Jumamosi wamewaachia vijana wa kiume 27 waliokuwa wametekwa kutoka shuleni kwao wiki iliyopita katika jimbo la kaskazini la Niger, wakati vikosi vya usalama vikiendelea kuwatafuta zaidi ya wasichana wa shule 300 waliotekwa katika jimbo jirani. 

Shirika la habari la Reuters linaripoti kuwa shule zimekuwa zinalengwa ili kuteka idadi kubwa kwa ajili ya kudai fidia kaskazini mwa Nigeria, vitendo ambavyo vinafanywa na makundi yenye silaha ambayo watekaji wengi wakiwa wamebeba silaha na kuendesha pikipiki. 
 Mnamo Februari 17, wanafunzi 27, na wafanyakazi watatu na wanafamilia wao 12 walitekwa na genge lenye silaha baada ya kuvamia shule ya sekondari ya serikali ya mchepuo huko wilaya ya Kagara katika jimbo la Niger, na walinzi wa shule kuelemewa. Mvulana mmoja aliuawa wakati wa shambulizi hilo. 
 Baada ya kuachiliwa vijana hao walionekana na shahidi wa Reuters wakitembea na walinzi wenye silaha wakipita kwenye Kijiji chenye vumbi, wengine wakijitahidi kusimama na kuomba maji. 
 Afisa mmoja wa serikali amesema vijana hao wakiume walikuwa na umri kati ya miaka 15-18. 
 “Wanafunzi, wafanyakazi na ndugu wa shule ya sayansi ya serikali ya Kagara waliotekwa wameachiliwa huru na wamepokelewa na serikali ya jimbo la Niger,” Gavana Abubakar Sani Bello amesema katika ujumbe wa tweet. 
 Kuachiwa kwa wanafunzi wa kiume kumetokea siku moja baada ya shule ya jimbo la Zamfara kuvamiwa na watu wenye silaha na kuwateka wasichana 317. 
 Mashambulizi ya karibuni yameongeza wasiwasi juu ya kuongezeka uvunjifu wa amani unaofanywa na magenge yenye silaha na waasi wa Kiislam. 
 Kikundi cha jihadi cha Boko Haram kimekuwa kikifanya utekaji upande wenye mzozo wa kaskazini mashariki wa Nigeria, kama ilivyo kwa tawi la kikundi cha Islamic State. 
 Hali ya ukosefu wa usalama imekuwa ni tatizo la kisiasa kwa upande wa Rais Muhammadu Buhari, jenerali mstaafu na mtawala wa kijeshi wa zamani ambaye amekabiliwa na ukosoaji katika miezi ya karibuni kufuatia mashambulizi maarufu ya magenge yanayo julikana katika eneo kama “majambazi”. 
 Buhari aliwabadilisha wakuu wa jeshi wake waliokuwa madarakani kwa muda mrefu mwezi huu katikati ya hali ya kuongezeka kwa ghasia nchini Nigeria. 
 Mwezi Disemba, watu wenye silaha walivamia shule moja huko kaskazini magharibi katika jimbo la Katsina na kuwateka takriban wavulana 350, ambao baadae waliokolewa na vikosi vya usalama."
Miaka 10 ya mapinduzi ya nchi za kiarabu Arab Spring hayajaleta mageuzi yaliyotarajiwa,"Miaka 10 iliyopita Disemba 17, 2010 Mohamed Bouazizi mchuzi wa matunda nchini Tunisia alijitia moto na kifo chake kikasababisha mapinduzi makubwa kuwahi kushuhudiwa katika nchi za Afrika Kaskazini na Mashariki ya Kati.  

No media source currently available 
 Mapinduzi hayo yaliyofahamika kama 'Arab Spring' yaliwaondowa madarakani viongozi wa kimabavu wa nchi za kiarabu kuanzia Zine El-Abidine Ben Ali wa Tunisia, Husni Mubarak wa Misri, Muammar Ghadafi wa Libya hadi Ali Saleh wa Yemen. 
 Wachambuzi, wanaharakati na waandishi habari katika kanda ya Mashariki ya Kati na Afrika Kaskazini wanasema matumaini makubwa yaliyokuwepo kutokana na mapinduzi yaliyongozwa na vijana kuanzia Tunisia, kupitia Misri kuelekea Libya, Yemen na hatimae Syria, ya kupigania mageuzi ya kijamii, uhuru wa kisiasa na kujieleza yalitoweka muda mfupi tu baada ya kuanza. 
 Mapinduzi katika nchi hizo yalifanikiwa kuwaondosha viongozi wa muda mrefu wa nchi hizo lakini ni Tunisia pekee ambako kuna ishara za mafanikio kidogo pale utawala wa kidemokrasia umeanza kuota mizizi. 
 Arshid Adib-Moghaddam Profesa katika chuo cha London cha taaluma ya Afrika na mashariki ya kati SOAS, akizungumza na shirika la habari la AFP anasema wananchi wa kanda ya Mashariki ya kati wameweka kipmo cha kisiasa ambapo katika baadhi za nchi hawakufanikiwa na baadhi kuna matumiani makubwa bado kama Tunisia. 
 ""Nchini Tunisia, mapinduzi ya Arab Spring yalileta mafanikio kwa vile yameweza kubuni taasisi za utawala na taifa ambalo linafuata misingi ya kidemokrasia na kuwajibika kwa raia wake,"" amesema Adib-Moghaddam 
 Katika kipindi cha miaka kumi watunisia wameidhinisha katiba mpya na kumekuwepo na uchaguzi wa rais mara mbili na kumchagua mwanasiasa asiyejulikana Kais Saied mwaka jana kwa kutoridhika na vyama vya kisiasa pamoja na mara mbili kuchagua wabunge ambao wamegawiga zaidi kuliko ilivyokua miaka 10 iliyopita na na si watu wengi wenye kusherehekea siku hii ya leo. 
 Hata hivyo hali ya uchumi na kijamii haijabadilika kamwe, na janga la Covid-19 waatalamu wanasema limezidisha maisha kua magumu. 
 Lakini maisha yao ni bora kuilko ilivyo katika mataifa jirani yaliyoshuhudia mapinduzi kuanzia Libya, Misri Yemen hadi Syria. Nchini Libya baada ya miaka 10 ya mapigano angu kupinduliwa kwa kiongozi wa muda mrefu Muammar Ghadafi kutokana na msaada wa ushirika wa Nato, wajumbe wa pande mbili wamefikia makubaliano ya kuunda serikali. Wajumbe wa serikali inayotambuliwa na Umoja wa mataifa mjini Tripoli imefikia makubaliana na wale wa serikali ya Mashariki inayoungwa mkono na jenerali aliyeas Khalifa Haftar. 
 Ahmed Kadhaf al-Dam BInamu na aliyekua mshauri wa karibu wa Muamar Ghadafi anaishi cairo, ameliambia shirika la habari la Afp kwamba haamini kulikuwepo na mapinduzi ya kweli ya wananchi. 
 ""Yale ambayo yamekua yakitokea mnamo miaka 10 iliyopita, uharibifuwa mali, mauwaji, watu kukoseshwa makazi, na ugaidi pamoja na uhamiaji haramu ni jibu la wazi kwamba hapakuwepo na mapinduzi ya Arab Spring . kilichokuwepo ni shambulizi la Nato la kumua Muammar Ghadafi,"" amesema Kadhaf al-Dam 
 Nchini Yemen ambako kiongozi wa muda mrefu Ali Saleh ambae pia aliondolewa kwa malalamiko ya wananchi mapigano yangali yanndelea na taifa hilo linatajwa kua na janga kubwa la binadamu kuwahi kutokea na shirika la hisani la International Rescue Committee IRC. 
 Ingawa vijana wa Misri walifanikiwa kumondoa kiongozi wa muda mrefu Housni Mubarak, lakini jeshi halijakubali mabadliko ya kidemokrasia. 
 Mohamed Lotfy mkurugenzi mtendaji wa kamisheni ya haki na uhuru ya misri ECRF anasema srikali ya misri inafanya kila iwezako kutokoweza ndoto ya mapinduzi ya Januari 25 
 ""Miaka kumi baadae tumerudi nyuma, ingawa tungali tunaona matumaini miongoni mwa vijana. Lakini serikali inafanya kila njia kukandamiza watu kwa kukiuka haki za binadamna kutoshtahmilia ukosoaji wa mtu yeyote,"" amesema Lotfy. 
 Ingawa ndoto ya kubadili ukurasa katika nchi za kiarabu iliyojitokeza miaka kumi iliyopita imetoweka kwa sehemu fulani, lakini matumaini yanaonekana yagali yapo, kufuatia mapinduzi ya Algeria na Sudan yaliyofanyika karibu miaka minnae baada ya mapinduzi ya awali."
"Zaidi ya watu 300,000 wamekufa kutokana na Corona Marekani","Idadi ya watu ambao wamekufa kutokana na maambukizi ya virusi vya Corona hapa Marekani ilifikia zaidi ya 300,000 Jumatatu, katika siku ambayo chanjo dhidi ya virusi hivyo ilianza kutolewa. 
 Idadi ya watu ambao wamekufa kutokana na Corona Marekani, ni mara tano zaidi ya idadi ya wamarekani waliokufa katika vita vya Vietnam, na zaidi ya 100 ya idadi ya watu waliokufa katika shambulizi la kigaidi la Septemba 11 mwaka 2001 dhidi ya jengo la kibiashara – world trade center. 
 Kulingana na hesabu ya chuo kikuu cha Johns Hopkins, zaidi ya watu milioni 16 wameathibitishwa kuambukizwa virusi vya Corona nchini Marekani yenye jumla ya watu milioni 300. 
 Wahudumu wa afya walikuwa wa kwanza kuanza kupewa chanjo dhidi ya Corona jana jumatatu. 
 Chanjo inayotolewa Marekani imetengenezwa na kampuni ya Pfizer – BioNTech. 
 Karibu dozi milioni 3 zimesambazwa kote Marekani, katika zoezi kubwa zaidi la kutoa chanjo kuwahi kufanyika Marekani. 
 Maafisa wa afya wanasema kwamba watu milioni 20 wanaweza kupata chanjo hiyo kabla ya mwezi huu kumalizika, iwapo chanjo ya pili iliyotengenezwa na kampuni ya Moderna itaidhinishwa katika siku chache zijazo. 
 Maafisa wa afya wamesema kwamba dozi ya kwanza ya chanjo haitasaidia sana kudhibithi maambukizi. 
 Imetayarishwa na Kennes Bwire, VOA, Washington DC"
Maafisa watano wa polisi wameuawa Mogadishu kwa bomu la kujitoa mhanga,"Mlipuko huo ulisababishwa na mshambuliaji wa kujitoa mhanga aliyevalia vazi la kujilipua ambaye aliwaendea maafisa hao nje ya kituo cha wilaya ya Waberi majira ya saa tatu na nusu usiku kwa saa za huko, mashahidi walisema 

Maafisa watano wa polisi ni miongoni mwa watu wasiopungua sita waliouawa Jumapili jioni na bomu la kujitoa mhanga mjini Mogadishu, mashahidi na maafisa walisema. 
 Meja Sadiq Aden Ali, msemaji wa jeshi la polisi la Somalia alithibitisha kwa vyombo vya Habari kuwa makamanda wawili wa polisi ni miongoni mwa waliouawa. 
 Meja Ahmed Abdullahi Bashane, kamanda wa wilaya ya Waberi huko Mogadishu na Meja Abdibasid Mohamud Agey, naibu kamanda wa zamani wa idara ya polisi ya Weliyow Adde, waliuawa pamoja na maafisa wengine watatu wa polisi. Raia mmoja ambaye alikuwa akiishi karibu na kituo hicho cha polisi pia aliuawa katika mlipuko huo. 
 Mlipuko huo ulisababishwa na mshambuliaji wa kujitoa mhanga aliyevalia vazi la kujilipua ambaye aliwaendea maafisa hao nje ya kituo cha wilaya ya Waberi majira ya saa tatu na nusu usiku kwa saa za huko, mashahidi walisema. 
 Watu sita wengine walijeruhiwa katika mlipuko huo, kulingana na taarifa ya polisi. 
 Shahidi ambaye hakuweza kutajwa jina lake kwa sababu za kiusalama alisema Bashane alikufa katika eneo la tukio wakati Agey alifariki kutokana na majeraha aliyopata baada ya kuondolewa kwenda sehemu nyingine kwa matibabu. 
 Masaa matatu kabla ya mlipuko huo, Bashane alituma ujumbe wa “Mother’s Day” akimtakia heri mama yake kwenye ukurasa wake wa Facebook."
Ajali ya treni yaua watu wasiopungua 38 Pakistan,"Ajali ya Treni nchini Pakistan imeuwa watu wasiopungua 38, na kujeruhi zaidi ya watu 100. 

Naibu kamishna wa wilaya ya Ghotki Mohammed Usman Abdullah nchini Pakistan anasema idadi ya watu waliojeruhiwa kutokana na ajali ya treni kusini mwa nchi imeongezeka kupindukia 100 na karibu watu 38 wamefariki.  
 Akizungumza na waandishi habari Abdullah amesema wafanyakazi wa uokozi wanaendelea kujaribu kuwaondoa abiria waliokwama ndani ya mabaki ya treni na huenda idadi ya waliofariki ikaongezeka. 
 Maafisa wa usafiri wa reli wanasema kulikuwepo na zaidi ya watu elfu moja ndani ya treni mbili zilizogongana baada ya kwanza kuanguka kutoka katika njia ya reli. 
 Waziri wa Habari wa Pakistan Fawad Chaudhry amesema kwenye taarifa ni mapema kusema ikiwa ajali hiyo imetokana na matatizo ya kiufundi, uzembe au uharibifu wa maksudi akiongeza kwamba uchunguzi kamili utafanyika."
Rais Nyusi asema juhudi zinaendelea kurejesha amani Msumbiji,"Rais wa Msumbiji Filipe Nyusi amesema serikali yake inafanya juhudi kubwa kurejesha amani nchini baada ya shambulio kali la wanamgambo mwezi Machi, 2021. 

Wanamgambo wa kikundi cha Kiislam walishambulia na kuuwa raia karibu na miradi ya gesi ya mabilioni ya dola katika mji wa Palma. 
 ""Tutafanya juhudi zote kurudisha amani katika nchi yetu, hasusan upande wa kaskazini, huko Cabo Delgado ambako katika miaka ya hivi karibuni kumekuwa shabaha ya mashambulio ya kigaidi,"" Rais alisema. 
 Ameeleza hayo wakati akihutubia mkutano wa wadau wa Madini ya Nishati, Nishati, Mafuta na Gesi ya Msumbiji mjini Maputo.  
 Wanamgambo walishambulia mji wa pwani wa Palma mnamo Machi 24, katika wilaya karibu na vinu vya gesi asili, ambayo wachambuzi wanasema, inaweza kubadilisha hali ya uchumi wa Msumbiji."
Israel imefungua ubalozi wake mjini Abu Dhabi,"Lapid akiwahutubia mabalozi wa nchi za kigeni waliohudhuria sherehe hizo amesema huu ni wakati wa kihistoria na kwamba Israel inahitaji kuwa na amani na majiani zake wote kwani Mashariki ya kati ni nyumbani kwao 

Waziri wa mambo ya nchi za nje wa Israel Yair Lapid amefungua ubalozi wa kwanza wa Israel katika nchi za Ghuba mjini Abu Dhabi siku ya Jumanne wakati akianza ziara ya kihistoria katika umoja wa falme za kiarabu. 
 Akiwahutubia mabalozi wa nchi za kigeni waliohudhuria sherehe hizo amesema huu ni wakati wa kihistoria na kwamba Israel inahitaji kuwa na amani na majiani zake wote kwani Mashariki ya kati ni nyumbani kwao. 
 Wakati huo huo waziri wa mambo ya nchi za nje wa Marekani Antony Blinken alipongeza kufunguliwa kwa ubalozi huo. Ziara hiyo ya Lapid ni ya kwanza kufanywa na afisa wa cheo cha juu wa Israel huko Umoja wa Falme za Kiarabu (UAE) miezi tisa baada ya nchi hizo mbili kuanzisha tena uhusiano kati yao. 
 Mazungumzo ya Lapid na mwenyeji wake Sheikh Abdullah bin Zayed yanatarajiwa kuzingatia juu ya uhusiano kati ya nchi hizo mbili, masuala ya mashariki ya kati, na suala la Iran, nchi ambayo mataifa hayo mawili yanaichukulia kuwa ni kitisho kwa kanda nzima."
Kenyatta ndiye mwenyekiti mpya wa Jumuiya ya Afrika Mashariki,"Rais wa Kenya, Uhuru Kenyatta, Jumamosi alikabidhiwa uenyekiti wa Jumuiya ya Umoja wa Afrika Mashariki (EAC) na mwenyekiti anayeondoka, Rais wa Rwanda, Paul Kagame.  

Hii ni kufuatia mkutano uliofanyika kwa njia ya mtandao uliohudhuriwa na viongozi wa nchi wanachama wa jumuiya hiyo. 
 Dkt Peter Mathuki, raia wa Kenya, sasa ndiye katibu mkuu mpya wa Jumuiya hiyo, akichukua nafasi ya Balozi Liberate Mfumukeko, raia wa Burundi, ambaye amekamilisha muhula wake. 
 Kabla ya uteuzi huo, Mathuki alikuwa mkurugenzi mtendaji wa baraza la Biashara la nchi za Afrika mashariki. 
 Kwenye mkutano huo, ambao pia ulihudhuriwa na rais Paul Kagame wa Rwanda na makamu rais wa Tanzania tanzania Samia Suluhu Hassan, viongozi wa nchi wanachama walisisitiza umuhimu wa kuendelea kushirikiano. 
 Aidha, mmoja wa majaji wapya wa mahakama ya haki ya Afrika Mashariki, Kathurima M’Inoti aliapishwa. 
 -Imetayarishwa na Asiraji Mvungi, Arusha, Tanzania"
Kampeni zaanza Burkina Faso kuelekea uchaguzi mkuu Nov 22.,"Rais wa Burkina Faso Roch Marc Chrstian Kabore, amezindua kampeni yake ya kugombea mhula mwingine madarakani, akiahidi kuimarisha usalama na amani nchini humo. 
 Burkina Faso imekuwa ikikumbwa na mashambulizi kutoka kwa makundi ya wapiganaji kwa mda wa miaka mitano sasa. 
 Akihutubia wafuasi wake zaidi ya 25,000 mjini Bobo – Dioulasso, Kabore ameahidi kwamba ataendelea kupigana na makundi hayo ya wapiganaji hadi amani itakapopatikana nchini humo. 
 Anagombea mhula wa pili madarakani na amesema lengo lake kubwa ni usalama wa nchi hiyo. 
 Roch Marc Christian, anakabiliwa na ushindani kutoka kwa wagombea wengine 12 katika uchaguzi huo wa Novemba 22."
WHO yaanza kukabiliana na mlipuko mpya wa Ebola Afrika Magharibi,"Shirika la Afya Duniani, WHO, limeeleza wasiwasi wake kutokana na kuibuka tena kwa ugonjwa wa Ebola huko Afrika Magharibi na kuanzisha mara moja juhudi za kukabiliana na mlipuko huo. 

Wizara ya Afya ya Guinea ilitangaza mlipuko huo Jumapili miaka mitano baada ya taifa hilo kutangaza kwamba hakuna tena Ebola nchini humo. 
 Maafisa wa afya walitangaza janga jipya Jumapili kufuatia vifo vya watu watatu na wanne kuambukizwa kuanzia mapema mwezi Februari. 
 Maafisa wa Afya wameweza kufuatilia na kugundua mlipuko ulianza Februari 1, wakati watu walipokwenda kumzika muuguzi kutoka kituo cha afya cha wilaya. 
 Mkurugenzi wa WHO, kanda ya Afrika, Matshidiso Moeti amesema shirika lake linajitayarisha kwa haraka kuweza kukabiliana na hali hiyo. 
 Rais wa Liberia George Weah amewaamrisha wakuu wa afya kuimarisha uchunguzi na kufuatilia uwezekano wa kuzuka mlipuko nchini humo."
Ngozi Okonjo Iweala mwanamke wa kwanza Mwafrika kuiongoza WTO,"Okonjo Iweala mwenye miaka 66 atahitaji kushawishi mazungumzo ya biashara ya kimataifa kukiwa na mzozo unaoendelea wa Marekani na China, kujibu shinikizo la mageuzi ya sheria za biashara, na kinga ya kukabiliana na ongezeko la janga la Corona 

Mkurugenzi mpya wa shirika la biashara duniani-WTO mwenye asili ya Nigeria, Ngozi Okonjo Iweala ameonya dhidi ya utaifa katika chanjo ya COVID-19 ambao kwa mtazamo wake utazorotesha maendeleo katika kutokomeza janga hilo na inaweza pia kukwamisha ukuaji wa uchumi kwa nchi zote, tajiri na maskini.  
 Katika mohojiano na shirika la habari la Reuters, Iweala amesema kipaumbele chake cha juu ni kuhakikisha WTO inaongeza juhudi kwa kukabiliana na janga la COVID-19 akisema nchi wanachama zinapaswa kuharakisha mchakato wa kuondoa vizuizi vya usafirishaji wa bidhaa zinazozorotesha biashara katika ugawaji wa dawa na vifaa vinavyohitajika. 
 Waziri huyo wa zamani wa fedha wa Nigeria na afisa mwandamizi wa zamani wa Benki ya Dunia aliteuliwa Jumatatu kwa kukubaliwa na nchi zote wanachama kuiongoza WTO na ataanza kazi yake hiyo mpya Machi mosi.  
 “WTO inaweza kuchangia sana kwa kudhibiti janga hilo” Okonjo Iweala amesema. Ameongeza kuwa hakuna alie salama hadi kila mmoja awe salama na kwamba utaifa wa chanjo hautokua na manufaa yoyote kwa sababu ya aina mpya ya virusi vya corona ambavyo vimetokea. 
 Okonjo Iweala amesema utafiti umeonyesha kwamba uchumi wa dunia utapoteza dola trillioni 9 katika mapato yanayotarajiwa ikiwa nchi maskini zitashindwa kuchanja raia wake kwa haraka na nchi tajiri zitajitwisha nusu ya athari hizo."
Mashirika ya kimataifa yasisitiza usalama wa raia Somalia,"Mashirika ya kimataifa ya kutetea haki za kibinadamu yamewasihi wanajeshi wa Ethiopia kuzingatia zaidi usalama wa raia katika eneo la Tigray wakati muda uliotangazwa na waziri mkuu Abiy Ahmed wa saa 72 kwa vikosi vya Tigray kujisalimisha, unakaribia kumalizika. 
 Waziri mkuu wa Ethiopia Abiy Ahmed, alitoa muda wa saa 72 kwa vikozi vya usalama vya Tigray kujisalimisha, la sivyo wakabiliwe na mashambulizi makali kutoka kwa wanajeshi wa serikali. 
 Tangazo hilo la jumapili, limeongeza mgogoro katika vita hivyo vya wiki nzima ambavyo vimesababisha vifo vya mamia ya watu. 
 Taarifa ya shirika la Amnesty international imesema kwamba inakumbusha kila pande husika katika mgogoro huo kuwa mashambulizi dhidi ya raia na mali zao hayakubaliki chini ya sheria ya kimataifa kuhusu haki za binadamu. 
 Taarifa hiyo imeendelea kusema kwamba hatua hiyo ni uhalifu wa kivita. 
 Taarifa ya umoja wa mataifa 
 Umoja wa mataifa umesema Jumatatu kwamba zaidi ya watu 30,000 wamekimbia Ethiopia na kuingia Sudan kutokana na vita hivyo. 
 Umoja wa mataifa unataka raia kupewa ulinzi, ukiongezea kwamba kuna haja ya pande husika katika vita hivyo kuhakikisha kwamba raia wanaruhusiwa kutoka sehemu moja hadi nyingine ikiwemo kuvuka mpaka kwa njia salama wanapokimbia mapigano hayo. 
 Mawasiliano ya simu na huduma ya internet vimekatwa katika eneo la Tigray na kufanya vigumu kwa waandishi wa habari kujua idadi kamili ya watu ambao wamekufa kutokana na vita hivyo. 
 Eneo la Tigray, lililo kaskazini mwa Ethiopia, lina majimbo tisa. 
 Hali ya wasiwasi imekuwa ikiongezeka katika eneo hilo tangu Septemba 9 wakati viongozi wa Tigray walipopuuza amri ya waziri mkuu Abiy Ahmed ya kutoandaa uchaguzi wakati huu wa janga la virusi vya Corona. 
 Imetayarishwa na Kennes Bwire, VOA, Washington DC"
Viongozi wa dunia watuma rambirambi Lebanon huku juhudi za uokozi zikiendelea,"Maafisa wa serikali ya Lebaon Jumatano wamesema huenda idadi ya vifo kutokana na mlipuko mkubwa kabisa kuwahi kutokea katika jiji la Beirut ikaongezeka kwa sababu operesheni ya kuwatafuta watu chini ya vifusi vya majengo yalioharibika bado inaendelea. 

Hata hivyo kilichosababisha mlipuko huo bado hakijafahamika, lakini maafisa wa serikali wanadhani ni kutokana na tani 2,700 za kemikali ya kutengeneza mbolea na bomu aina ya ammonium nitrate zilizokuwa zimehifadhiwa ndani ya ghala bandarini katikati ya mji kwa muda wa miaka 6 iliopita. 
 Viongozi wameomba kufanyike uchunguzi wa haraka, huku Waziri Mkuu Hassan Diab akiahidi kuwa waliohusika na mlipuko huo watachukuliwa hatua kali. 
 “ Kilichotokea leo hakitapita bila uwajibikaji, wale ambao walihusika watapewa malipizi ya kilichotokea, hii ni ahadi kwa wahanga na waliojeruhiwa, hii ni ahadi ya kitaifa. Ukweli utawekwa wazi juu ya ghala hili hatari ambalo limekuepo tangu mwaka wa 2014,” amesema waziri mkuu Diab. 
 Baada ya mlipuko huo mkubwa uliotokea Jumanne jioni, watu wengi walionekana wakikimbilia hospitali kutafuta huduma za afya. 
 Ubalozi wa Marekani mjini Beirut uliomba watu kubaki ndani ya nyumba zao baada ya ripoti kuwa kuna gesi zenye sumu hewani kutokana na mlipuko huo. 
 Rais Michel Aou ambae leo ameitisha kikao cha dharura cha baraza lake la mawaziri, amesema wahusika watapewa adhabu kali sana. Pia yeye na waziri mkuu walitembelea bandari ya Beirut ambako mlipuko ulitokea na kusema  
   
 “Haikubaliki kuwa shehena ya tani 2000 na nyingine tani 750 za kemikali ya ammonium nitrate kuhifadhiwa katika ghala kwa miaka 6, bila kuchukua hatua za kuzuia ambazo zinahatarisha usalama wa raia”, Aoun ameandika kwenye twitter. 
 Jumuia ya kimataifa imetoa rambi rambi kutokana na vifo vilivyotokea na imeahidi kuwasaidia watu wa mjini Beirut. 
 Papa Francis alikuwa miongoni wa viongozi wa dunia aliyotoa ujumbe akiitka jumuia ya kimataifa kuiombea Lebanon na wakazi wake.  
 Papa Francis :”Tuwaombe aathiriwa na familia zao na tuiombe lebanon ili kwa dhamira yetu sote, walebanon waweze kukabiliana na janga hili kwa upande wa kijamii, kisiasa na kidini. Na kwa msaada wa jumuia ya kimataifa waweze pia kutanzua hali ngumu inayowakabili kwa hivi sasa.”  
 Qatar tayari imepeleka Hospitali ya muda Jumanne kuwasaidia walojeruhiwa.  
 Rais wa Marekani Donald Trump akizungumza jana na waandishi habari amesema nchi yake iko tayari kuisaidia Lebanon. 
 Rais wa Ufaransa Emmanuel Macron amesema nchi yake itatuma madaktari wa dharura na tani kadhaa za vifaa vya matibabu, huku Russia ikisema itachangia katika ujenzi wa hospitali ya dharura na kutuma madaktari. 
 Jordan nayo imesema itatuma madaktari wake mjini Lebanon, naye rais wa Iran Hassan Rouhani amesema serikali yake itatuma msaada wa vifaa vya matibabu. 
 Umoja wa Mataifa nao umesema uko tayari kusaidia wananchi wa Lebanon katika wakati huu mgumu. 
 Makamo rais wa zamani ambaye atashindana na Trump kwenye uchaguzi ujao wa Novemba, Joe Biden amewapa pole waathirika na ameomba utawala wa Trump na jumuia ya kimataifa kukusanya haraka msaada wa dharura, kwa ajili ya maelfu ya watu waliojeruhiwa katika mlipuko huo."
