ID_FILE	CATEGORY	SENTENCE_NO	SENTENCE
SET1/1595019763-564	FARMING	0	 Chigodola chavuta ku Nsanje Ngombe 70 mboma la Nsanje zikutsalima, pamene 65 000 kumeneko zili pachiopsezo chotenga matenda a chigodola amene abonga mbomalo.
SET1/1595019763-564	FARMING	1	  Pa Wenela pasintha zedi  ANatchereza  Tidakumana ku sukulu ku Chiradzulu Kafukufuku wa unduna wa zamalimidwe wa pa 8 January udapeza kuti matendawa abukanso mbomali patangodutsa mwezi matendawa atazizira mboma la Chikwawa.
SET1/1595019763-564	FARMING	2	 Kutemera ngombe kudagundika ku Chikwawa Malinga ndi mkulu wa Shire Valley Agriculture Development Division (ADD), Jerome Nkhoma, panopa ndiye matendawa afika pagwiritse chifukwa sabata yathayi nkuti ngombe 60 zitagwidwa koma pofika sabata ino ngombe zodwala zidafika pa 70.
SET1/1595019763-564	FARMING	3	 Nkhoma adati ziweto za kudipi ya Bangula ku Magoti Extension Planning Area (EPA) mbomalo ndi zomwe zili pampeni wotenga matendawa.
SET1/1595019763-564	FARMING	4	 Padakalipano boma lalengeza kuti kuyambira tsopano, kupha nyama ya mbuzi, ngombe, nkhumba komanso nkhosa nkoletsedwa mbomalo.
SET1/1595019763-564	FARMING	5	 Kalata yomwe boma kudzera muunduna wa zamalimidwe idatulutsa ndipo idasayinidwa ndi mlembi mu undunawu Erica Maganga, idaletsa kugulitsa komanso kulowetsa kapena kutulutsa ziwetozi mbomalo pokhapokha matendawa atakatuka.
SET1/1595019763-564	FARMING	6	 Chibukireni matendawa mboma la Chikwawa, ngombe 91 965 ndizo zidalandira katemera mchigawo choyamba cha katemerayo.
SET1/1595019763-564	FARMING	7	 Chikwawa ndilo lidali boma loyamba kubuka matendawa kutsatira kusefukira kwa madzi komwe kudachitika pa 12 January 2015.
SET1/1595019763-564	FARMING	8	 Koma undunawu wati ntchito yolandiritsa katemera ku ziweto zomwe zakhudzidwa ndi matendawa kuli mkati.
SET1/1595019039-445	EDUCATION	0	 Mnyamata asiya sukulu chifukwa cha mantha A makhumbira atakhala msirikali, koma popanda moyo ntchitoyi singatheke. Lero Christopher Robert, mnyamata wachialubino, wasankha kaye moyo posiya sukulu yomwe ati ikadamuphetsa.
SET1/1595019039-445	EDUCATION	1	  Pa Wenela pasintha zedi  ANatchereza  Tidakumana ku sukulu ku Chiradzulu Zochitika pa 6 May 2016, pamene mnyamata wina wosamudziwa adafika pasukulu pawo kudzamutenga ndi zomwe zachititsa kuti thupi la Christopher lichite tsembwe ndi mantha kuti moyo wake ukhoza kukhala pachiswe ndipo walembera aphunzitsi ake kuti wasiya sukulu.
SET1/1595019039-445	EDUCATION	2	 Mphunzitsi wamkulu pasukulu ya Mwatonga, kwa T/A Kasumbu mboma la Dedza, wauza Msangulutso kuti patsikulo mnyamata wina adafika pasukulupo nkunena kuti watumidwa kudzamutenga Christopher, wa zaka 18, yemwe ali kalasi 6, chifukwa akumufuna kupolisi ya Dedza.
SET1/1595019039-445	EDUCATION	3	 Amati watumidwa, koma nditaimba kupolisi, adandiuza kuti ndimumange, ndipo ndidaterodi, adatero mphunzitsiyu, Felix Mussa.
SET1/1595019039-445	EDUCATION	4	 Akuti moyo wake uli pachiopsezo: Christopher Adatsagana ndi mayi ake a Christopher ndi achitetezo cha mmudzi ulendo kupolisi komwe ati adakadzidzimuka akuuzidwa kuti amupepese mnyamatayo chifukwa chomunjata popanda chifukwa.
SET1/1595019039-445	EDUCATION	5	 Ine limodzi ndi mayi a Christopher komanso achitetezo tidamupepesa ndipo adamumasula pomwepo, adatero Mussa.
SET1/1595019039-445	EDUCATION	6	 Mnyamatayo, yemwe ndi wabisinesi, adauza Msangulutso kuti: Adati ndikatenge amfumu, makolo a mwana ndi mwanayo kuti abwere kupolisi adzafunse zina ndi zina chifukwa amati kunyumba kwawo kudapitako anthu amene ankafuna akamube, adatero iye.
SET1/1595019039-445	EDUCATION	7	 Mathedwe a nkhaniyi adatutumutsa Christopher ndipo mantha adayanga thupi lake nchifukwa adaganiza zolembera mphunzitsi wamkuluyu kuti sukulu waisiya.
SET1/1595019039-445	EDUCATION	8	 Zikomo Ahedi. Muli kudziwitsidwa kuti ndayamba ndasiya sukulu chifukwa cha nkhani yomwe inachitika Lachisanu. Ndiye ndaona kuti sindingathe kuphunzira chifukwa ndingathe kumakhala ndi maganizo komanso poweruka ndimakhala ndekha ndiye njira ndiyaitali chosadziwika chondichitikra munjiramu pamene ndili ndekha paja poyamba ndinafotokoza kale ndiye panopa ndili pankhawa ngati pangakhale kusamvetsa pazomwe ndanenazi munene tsiku kuti ndibwere kuti tidzakhambirane. Zimene ndinafuna kudziwitsani ndi zomwezi. Ndine Christopher, ikutero kalaya yomwe adalemba Christopher.
SET1/1595019039-445	EDUCATION	9	 Mtolankhani wa Msangulutso atamupeza kunyumbako, kudali kovuta kuti alankhulane naye.
SET1/1595019039-445	EDUCATION	10	 Adadzitsekera mnyumba, ngakhale ahedi a Mussa, amfumu komanso achibale ena adamuuza kuti asaope, iye adakanitsitsa poganiza kuti mtolankhaniyu wabwera kudzamuba.
SET1/1595019039-445	EDUCATION	11	 Padatha mphindi 30, ndipo Christopher adatuluka, mayi ake atakambira naye. Nkhope yakugwa, iye adakhala patali ndi mtolankhaniyu.
SET1/1595019039-445	EDUCATION	12	 Ndili wachisoni kuti ndasiya sukulu. Ndimakhumbira nditakhala msirikali, koma basi sindidzakhalanso msirikali chifukwa sukulu ndasiya, adayamba kufotokoza Christopher, amene adakhala nambala 4 mkalasi teremu yatha.
SET1/1595019039-445	EDUCATION	13	 Iye adati sakuganizanso atabwerera kusukulu chifukwa chilungamo sichidayende pankhani yake.
SET1/1595019039-445	EDUCATION	14	 Ndi bwino andiphere pakhomo pano kusiyana kuti akandiphere kusukulu. Izi zidandipatsa mantha ndipo ndidaganiza zolemba kalatayo kuti ndasiya sukulu. Nakonso kukwaya sindikupita ndipo ndikungodzitsekera mnyumbamu, adatero Christopher, amene bambo ake banja lidatha ndi mayi ake.
SET1/1595019039-445	EDUCATION	15	 Wachiwiri kwa mneneri wa polisi ya Dedza, Cassim Manda, adavomera kuti mnyamata amene adapita kusukulu ya Christopher adamutulutsa chifukwa adamangidwa mlandu wosaudziwa.
SET1/1595019039-445	EDUCATION	16	 Tikufuna tifufuze kaye ndiye tamutulutsa. Kungoti pali zomwe zidachitika ndiye tikufufuza, adatero Manda, ponena kuti sangayankhe mafunso ambiri pafoni koma pamaso.
SET1/1595019039-445	EDUCATION	17	 Ngakhale mutu weniweni wa nkhaniyi sukudziwika bwinobwino, Christopher akuti sabwereranso kusukulu, komwe amayenda makilomita 7 kuchoka kunyumba kwawo.
SET1/1595019039-445	EDUCATION	18	 Padakalipano mtsogoleri wa dziko lino Peter Mutharika wapempha amipingo kuti athandizepo kuti mchitidwe wopha ndi kusowetsa achialubino otheretu.
SET1/1595019381-503	HEALTH	0	 APM akuzemba PAC Akatswiri a ndale Othirira ndemanga pa ndale mdziko muno ati zimene mtsogoleri wa dziko lino Peter Mutharika wachita posakumana ndi a bungwe la Public Affairs Committee (PAC) kuti amve zomwe msonkhano wawo udagwirizana pa za mmene zinthu zilili mdziko muno zikuonetsa kuti mtsogoleriyu akuzengereza dala kuti nkhaniyi izizire ndi kuiwalika.
SET1/1595019381-503	HEALTH	1	 Aphunzitsi awiri a kusukulu ya ukachenjende ya Chancellor College omwenso ndi anamatetule pa nkhani za ndale, Boniface Dulani ndi Joseph Chunga anena izi msabatayi pothirapo ndemanga pa kulephereka kwa mkhumano wa akuluakulu a bungweli ndi mtsogoleriyu.
SET1/1595019381-503	HEALTH	2	  Chakwera akwanitse malonjezoHRDC  Masankhidwe a nduna autsa mapiri pa chigwa  Malonjezo ayamba kuoneka Akuti mpata sakuupeza: Mutharika Kawiri konse Mutharika wasintha nthawi yokumanirana ndi akuluakulu a PAC ponena kuti ndi wotanganidwa ndi ntchito zina.
SET1/1595019381-503	HEALTH	3	 Poyankha PAC imayembekezera kukumana ndi Mutharika pa 25 February koma zidakanika ndipo boma lidati mkhumanowu uchitika pa 29 March zomwenso zalephereka.
SET1/1595019381-503	HEALTH	4	 Mkulu wa bungweli la PAC Robert Phiri wati iwo adafika mumzinda wa Blantyre kuti akumane ndi Mutharika koma mwadzidzidzi adangomva kuti nkhumanoyo yalephereka.
SET1/1595019381-503	HEALTH	5	 Izi zachititsa kuti PAC ilephere kufotokozera Mutharika zomwe msonkhano wawo, womwe udachitika pa 17 February chaka chino, udagwirizana.
SET1/1595019381-503	HEALTH	6	 Koma akadaulowa akuganiza kuti Mutharika akungozemba chabe osati watanganidwa ndipo ati izi sizingachitire ubwino anthu amene akuyembekezera mayankho pa mfundo zomwe zikukhudza Amalawi.
SET1/1595019381-503	HEALTH	7	 Dulani adati zomwe akuchita Mutharika ndi kuzemba chabe ncholinga choti nkhani zomwe zidatuluka ku PAC zizizire ndi kuiwalika.
SET1/1595019381-503	HEALTH	8	 Akungozemba chabe. Inde, Pulezidenti amakhala wotangwanika, koma sindikukhulupirira kuti angalephere kupeza nthawi yokumana ndi a PAC.
SET1/1595019381-503	HEALTH	9	 Chomwe tingadziwe, dziko lino lili pamavuto aakulu kotero tikuyenera kupeza mayankho mwachangu ndipo izi ndi zomwe bungwe la PAC lidachita kumva maganizo kwa anthu osiyanasiyana, adatero Dulani.
SET1/1595019381-503	HEALTH	10	 Koma mneneri wa boma, Jappie Mhango, wati si zoona kuti Mutharika akuzemba, koma kuti mtsogoleriyu amakhala wotanganidwa ndi ntchito zambiri.
SET1/1595019381-503	HEALTH	11	 A Pulezidenti amayeneradi kukumana ndi a PAC koma sizidatheke chifukwa cha nkhumano zinazo zomwe akuyenera akakhalepo, koma si kuti akuthawa, ayi, adatero Mhango.
SET1/1595019381-503	HEALTH	12	 Mhango wati tsiku lomwe akumane ndi akuluakulu a PAC awadziwitsa akuluakuluwa koma izi zichitika Mutharika akakhala ndi mpata wotero.
SET1/1595019381-503	HEALTH	13	 Kadaulo wina pandale ku Chancellor College, Joseph Chunga, wati Mutharika ali ndi nthawi yambiri yomwe angakwanitse kukumana ndi PAC koma izi zikungoonetsa kuti sakufuna.
SET1/1595019381-503	HEALTH	14	 Ndikuganiza kuti mtsogoleriyu akungofuna kugula nthawi kuti akonze zomwe PAC idakambirana ncholinga choti pamene azikumana nawo akhale atakonza zinthu zina, adatero Chunga.
SET1/1595019381-503	HEALTH	15	 Chunga watinso Mutharika adauzidwa kale ndi akuluakulu a boma amene adali nawo pamsonkhanowo za zomwe adakambirana.
SET1/1595019381-503	HEALTH	16	 Si kuti sakudziwa zomwe zidakambidwa, zidali mmanyuzipepala komanso nduna zake zikuyenera kuti zidamufotokozera, komabe ngakhale izi zili chonchi, akuyenera kukumana ndi a PAC chifukwa ndi oima paokha, adaonjeza.
SET1/1595019381-503	HEALTH	17	 Msonkhano wa PAC mwa zina udagwirizana kuti Mutharika akonze zinthu pano. Izi ndi monga kusowa kwa chimanga. Zinanso zomwe adagwirizana nkuti boma lichotse zinthu zina zomwe likuchita pofuna kupeza mavoti monga kukweza mafumu ndi pologalamu yomangira anthu nyumba ya Cement and Malata Subsidy.
SET1/1595019807-571	LAW/ORDER	0	 Mfumu yoba mopusitsa igamulidwa mawa Bwalo lamilandu la majisitileti ku Ntchisi mawa likuyembekezeka kupereka chigamulo kwa mfumu ina Lachisanu idaepezeka yolakwa pamlandu wakuti inkabera anthu powanamiza.
SET1/1595019807-571	LAW/ORDER	1	  Pa Wenela pasintha zedi  ANatchereza  Tidakumana ku sukulu ku Chiradzulu Malinga ndi mneneri wapolisi ya Ntchisi Gladson Mbumpha, wogamula Young Ngoma adapeza nakwawa Nyalapu (dzina lenileni Fraser Vesiyano) yolakwa pamlandu woti idapusitsa anthu ozingwa a mmudzi mwa Chiwere kuti iwathandiza kugula feteleza ku Admarc ya mmudzi mwake.
SET1/1595019807-571	LAW/ORDER	2	 An artistic impression of a court room Ngoma adati mchitidwe wa nyakwawawo ngobwezeretsa chitukuko mmbuyo chifukwa nkuphwanya ufulu wa anthu ovutika. Chigamulo chiperekedwa Lolemba chifukwa samamva bwino mthupi, adatero Mbumpha Lachisanu.
SET1/1595019807-571	LAW/ORDER	3	 Malinga ndi Mbumpha, Nyalapu, yemwe ndi wa zaka 33, adapusitsa anthu ozingwa a mmudzi mwa Chiwere kuti awathandiza kugula feteleza ku Admarc ya mmudzi mwake.
SET1/1595019807-571	LAW/ORDER	4	 Iye adamata phula anthuwo kuti ali ndi njira zomwe angachite kuti athe kuwagulira fetelezayo koma pambuyo pake adayamba kuchita njomba.
SET1/1595019807-571	LAW/ORDER	5	 Anthuwo adali ndi makuponi koma zikuoneka kuti mmudzi mwawo, Admarc yomwe amadalira kudalibe feteleza ndiye mfumuyo itamva idaona ngati mwayi okhupukira nkuuza anthuwo kuti iwathandiza, adatero Mbumpha.
SET1/1595019807-571	LAW/ORDER	6	 Iye adati mfumuyi idauza anthuwo kuti asonkhanitse makuponi komanso asonkhe ndalama zomwe zidakwana K148 500 nkumupatsa ndipo adagwirizana kuti adzabwere tsiku lotsatilalo kudzatenga fetereza wawo.
SET1/1595019807-571	LAW/ORDER	7	 Njomba zidayamba kuwoneka anthuwo atabwera chifukwa mfumuyo idawawuza kuti abwerenso tsiku linzakero ndipo masiku amapita akuwuzidwa zomwezomwezo.
SET1/1595019807-571	LAW/ORDER	8	 Anthuwo atatopa adangoganiza zopita kwa mkulu wa pa Admarc yomwe imanenedwayo ndipo mkulu wa pamenepo Yasinta Jere adawauza kuti mfumuyo idagula feterezayo pa 11 January 2013, adatero Mbumpha.
SET1/1595019469-518	LAW/ORDER	0	 Alubino akufuna chilungamo Bambo wachialubino ku Ntcheu wati akufuna chilungamo pankhani yake yomwe akuloza chala mkulu wina wabisinesi kuti adamutsekera mgolosale ndi kumubera ndalama zokwana K103 000, komanso kumuopseza kuti amupha.
SET1/1595019469-518	LAW/ORDER	1	 Kudandaula kwake kukubwera pamene bwalo la Mozambique pa 16 February lidagamula kuti woganiziridwayu alibe mlandu kusiya mkuluyu, yemwe ndi mphunzitsi, ali kakasi, kusowa mtengo wogwira.
SET1/1595019469-518	LAW/ORDER	2	  Chakwera akwanitse malonjezoHRDC  Masankhidwe a nduna autsa mapiri pa chigwa  Malonjezo ayamba kuoneka Apolisi mdziko la Mozambique ndi Malawi atsimikiza kuti nkhaniyi idazengedwadi mdziko la Mozambique.
SET1/1595019469-518	LAW/ORDER	3	 Mkulu wachialubinoyu, Charles Chidambukira Ndau, yemwe akuphunzitsa pa Chilobwe LEA ku Lizulu mbomali, wauza Tamvani kuti pa 6 February adatsekeredwa mshopu ya wamalonda wina yemwe adamuopseza kuti amupha akakuwa.
SET1/1595019469-518	LAW/ORDER	4	 Ndidapita kukagula malata ndipo ndili mshopumo, adauza mnzake wogwira naye ntchito kuti atseke zitseko. Kenaka adati ndamuchita chitaka ponena kuti K76 000 yake yasowa.
SET1/1595019469-518	LAW/ORDER	5	 Adati nditulutse ndalama zanga zonse ndipo ndidatulutsa K103 000 yomwe ndidali nayo ndipo adandilanda K76 000 ndi kundibwezera K27 000, koma adandilandanso nkuingambangamba.
SET1/1595019469-518	LAW/ORDER	6	 Ndimaganiza kuti anditulutsa, koma sadatero ndipo adayamba kundiopseza kuti andipha. Adandimanga nkukanditsekera kuchipinda cha shopuyi, yomwe ili mbali ya Mozambique mmalire ndi dziko la Malawi, adatero Ndau.
SET1/1595019469-518	LAW/ORDER	7	 Iye adati polingalira kuti tsiku lakufa lafika, adapemphera ndipo mwamwayi zingwe adamumangira zija zidalera. Mwamwayinso adali ndi foni ndipo adaimbira mwana wake kumuuza kuti watsekeredwa mshopumo ndipo akufuna kumupha.
SET1/1595019469-518	LAW/ORDER	8	 Adanditsekera cha mma 8 koloko mmawa ndipo anthu amatulukira cha mma 11 koloko. Adafuna kuphwanya shopu, kenana apolisi a Mozambique adatulukira kudzandipulumutsa komanso adamumanga yemwe adanditsekerayo ulendo kupolisi yawo, adatero Ndau, yemwe ali ndi ana 6.
SET1/1595019469-518	LAW/ORDER	9	 Atachoka kupolisiko, Ndau akuti adapita kupolisi ya Lizulu kumbali ya Malawi kukalembetsa sitetimenti ya momwe nkhaniyi idakhalira.
SET1/1595019469-518	LAW/ORDER	10	 Amaganiza kuti nkhaniyi ikambidwa mdziko la Malawi potengera kuti wodandaula ndi woganiziridwa onse ndi nzika za ku Malawi, sizidatero. Bwalo la Villa Ulongwe mdziko la Mozambique ndilo lidazenga mlanduwo ndipo akuti lidagamula kuti palibe mlandu.
SET1/1595019469-518	LAW/ORDER	11	 Pa 15 February ndidalandira uthenga kuti ndipite kukhoti la ku Villa Ulongwe ndipo nditapitako pa 16 February adandiuza kuti chigamulo cha nkhani yanga chidali choti palibe mlandu. Adati nkhani idazengedwa pa 12 February pamene ine sindimadziwapo kalikonse kuti yakambidwa, adatero mkuluyu.
SET1/1595019469-518	LAW/ORDER	12	 Ndau adati ngakhale adakagwada kupolisi ya Lizulu, padalibe thandizo ndipo mmalo mwake wapolisi wa ku Mozambique ndiye adachita chotheka kuti ndalama zake amubwezere.
SET1/1595019469-518	LAW/ORDER	13	 Yemwe adanditsekerayo atabweza ndalamazo, adadziwitsa apolisi ya Malawi kuti asasainirane ndipo ndalama zonse K103 000 adandibwezera. Pamenepa ndipo pakundidabwitsa ine, ngati palibe mlandu, bwanji adabweza ndalamazo? akudabwa Ndau.
SET1/1595019469-518	LAW/ORDER	14	 Mkulu wa polisi ya Lizulu mdziko la Mozambique, Philip Jackson, watsimikiza kuti nkhaniyi idakazengedwadi ku Villa Ulongwe chifukwa idachitikiranso mdzikomo.
SET1/1595019469-518	LAW/ORDER	15	 Tikagwira anthu amene aba ku Malawi, timawapatsira apolisi anzathu a ku Malawi, nawonso Amalawi akagwira anthu amene apalamula mlandu mdziko lathu amatipatsira.
SET1/1595019469-518	LAW/ORDER	16	 Nkhani mukunenayo idachitikira kuno ku Mozambique chifukwa shopuyo ili mdziko lathu ngakhale onsewo ndi Amalawi. Nchifukwa tidaitengera kukhoti la ku Villa Ulongwe, adatero Jackson.
SET1/1595019469-518	LAW/ORDER	17	 Jackson adati mlandu womwe udapita kubwaloko ndi wotsekera munthu mnyumba, osati wofuna kumupha, monga mwini wake akunenera.
SET1/1595019469-518	LAW/ORDER	18	 Nkhani zofuna kupha anthu achialubino nzovuta ngakhale mdziko lathu, ndiye tidamutsegulira mlandu wotsekera munthu mnyumba, adatero.
SET1/1595019469-518	LAW/ORDER	19	 Wapolisi wina papolisi ya Lizulu mbali ya ku Malawi, yemwe adati tisamutchule dzina, naye adatsimikiza kuti nkhaniyi idazengedwadi mdziko la Mozambique koma adati ngati tifuna kudziwa zambiri tiyankhule ndi a kulikulu la polisi.
SET1/1595019469-518	LAW/ORDER	20	 Wapolisiyu adatsimikizanso kuti Ndau adakadandaula kupolisi yawo koma chomwe adangomva nkuti chigamulo chaperekedwa kale ku Mozambique.
SET1/1595019469-518	LAW/ORDER	21	 Koma wachiwiri kwa mneneri kulikulu la polisi mdziko muno, Thomeck Nyaude, wati chomwe akudziwa nkuti nkhaniyi ili mmanja mwa khoti la Malawi.
SET1/1595019469-518	LAW/ORDER	22	 Nkhaniyo ndikuidziwa, chomwe ndinganene nkuti nkhaniyi ikalowa mkhoti tsiku lina lililonse. Zoti kwaperekedwa chigamulo ku Mozambique, ine sindikudziwa. Ngati anthuwo ndi Amalawi, zitheka bwanji kuti mlandu wawo ukazengedwe ku Mozambique? adatero Nyaude, koma sadatchule khoti lomwe lizenge nkhaniyi.
SET1/1595019469-518	LAW/ORDER	23	 Mkulu wa bungwe la Association of Persons with Albinism, Boniface Massah, wati nkhaniyi akuidziwa ndipo nawonso ndi odabwa ndi chigamulo komanso chifukwa chomwe idakazengedwa mdziko la Mozambique.
SET1/1595019469-518	LAW/ORDER	24	 Tikufuna kumvetsa ngati kuli kovomerezedwa kuti nkhaniyi ikazengedwe mdziko lina, koma nkhani yathu yaikulu ndi zotsatira za chigamulo kuti adapeza kuti palibe mlandu, adatero Massah.
SET1/1595019469-518	LAW/ORDER	25	 Iye adati akudikirabe yankho pa kalata yomwe adalembera unduna woona za anthu olumala yomwe adapempha kuti chigamulochi chiunikidwe asanakamangale kubwalo lina.
SET1/1595019111-458	TRANSPORT	0	 Katundu wobwera ku Malawi ali pachiopsezo ku Mozambique Magulu a zachifwamba mdziko la Mozambique akuchitira mtopola galimoto zonyamula katundu wosiyanasiyana wobwera mdziko muno kuchokera kumaiko ena podutsa mdzikolo.
SET1/1595019111-458	TRANSPORT	1	 Pali malipoti oti mdzikomo muli nkhondo yapachiweniweni pakati pa asirikali a boma ndi zigawenga za chipani chotsutsa cha Renamo chomwe mtsogoleri wake ndi Afonso Dhlakama, koma boma la Mozambique lakhala likutsutsa malipotiwo ngakhale anthu ena zikwizikwi athawa mdzikomo kudzapeza mpumulo mdziko lino.
SET1/1595019111-458	TRANSPORT	2	  Chakwera akwanitse malonjezoHRDC  Masankhidwe a nduna autsa mapiri pa chigwa  Malonjezo ayamba kuoneka Mtopolawu udayamba Lachitatu sabata yatha pomwe maguluwo adatentha galimoto ina yomwe idanyamula mafuta a petulo wandalama zokwana pafupifupi K28 378 800 yemwe amabwera mdziko muno.
SET1/1595019111-458	TRANSPORT	3	 Mtopolawu usadaiwalike, maguluwo adatenthanso galimoto zina zitatu Lachisanu masana ndipo ziwiri mwa galimotozo zidanyamulanso mafuta ndipo msabata imodzi yokha, galimoto zoyatsidwa zakwana zisanu.
SET1/1595019111-458	TRANSPORT	4	 Chiwembuchi chikuchitika kwambiri kwa galimoto zodutsa njira ya Tete ndi Beira ndipo maguluwo sakusankha kochokera kapena kopita galimotozo.
SET1/1595019111-458	TRANSPORT	5	 Malingana ndi mkulu wa bungwe la makampani oitanitsa mafuta mdziko muno, Enwell Kadango, ndalama zokwana pafupifupi K70 miliyoni zapita mmadzi kaamba ka ziwembuzi ndipo iye adati iyi ndi nkhani yoipa pamalonda.
SET1/1595019111-458	TRANSPORT	6	 Mwachidule, galimoto iliyonse yonyamula mafuta, imanyamula mafuta a ndalama zapakati pa K22 miliyoni ndi K23 miliyoni ndiye mukawerengera ndalama zomwe zamwazika nzambiri zedi, adatero Kadango polankhula ndi Tamvani.
SET1/1595019111-458	TRANSPORT	7	 Potsatira zokambirana pakati pa maiko a Malawi ndi Mozambique, dziko la Mozambique lidatumiza asirikali ake kuti azikaperekeza galimoto zotuluka ndi kulowa mdziko muno podzera mdzikolo.
SET1/1595019111-458	TRANSPORT	8	 Mneneri wa unduna woona za maubale a dziko lino ndi maiko ena, Rejoice Shumba, adatsimikiza nkhaniyi.
SET1/1595019962-598	CULTURE	0	 Obzala nthawi ya maliro athothedwa Thambo likagwa mmudzi, aliyense amayenera ayandikire chifupi ndi siwa kuti athandizane nthawi ya zolemetsayi. Kudagwa zovuta mmudzi mwa Mazale kwa Senior Chief Kapeni mboma la Blantyre. Nthawi yokagoneka mfumu itakwana, ena ndiye adali kalikiriki kubzala. Izi zidakwiyitsa adzukulu. Ndiyetu kudali kuwathamangitsa. BOBBY KABANGO adali nawo komweko ndipo adacheza ndi mfumu Mazale pa za anthu ophwanya mwambowa motere: Ulendo wa kumanada: Aliyense akuyenera kupezekako Pepanitu mfumu  Pa Wenela pasintha zedi  ANatchereza  Tidakumana ku sukulu ku Chiradzulu Aaa lekani wawa.
SET1/1595019962-598	CULTURE	1	 Choyamba tatifotokozereni za zovutazi Mmudzi muno tidali ndi kamnyamata kena kamene kadali msangulutso wa aliyense, kochezeka komanso kakhalidwe labwino. Kanangodwala katapita ku Bangwe kwa makolo ake. Kukatengera kuchipatala basi ndagona pano. Mnyamata ameneyu adali Manuel German.
SET1/1595019962-598	CULTURE	2	 Pepani ndithu, paulendo paja tidaona anthu akuthamangitsana, chidachitika nchiyani? Sindidziwa kuti ndinu amtundu wanji, koma kwathu kuno, maliro akachitika, timayenera tonse tilire limodzi. Zilibe kanthu kuti watangwanika komabe timayenera tisonkhane chifukwa izi ndi zadzidzidzi, palibe amene amafuna kuti zitero. Ndiye chidachitika apa nchakuti pamene timati tinyamuke kuperekeza mfumu yathu, basitu tidangodabwa kuona anthu ena akubzala mbewu zawo mminda.
SET1/1595019962-598	CULTURE	3	 Ndiye adzukulu adawalondola kuti amve vuto lawo lidali chiyani.
SET1/1595019962-598	CULTURE	4	 Adangowalondola? Ndaonatu akuwathamangitsa Eya ndiye kuwalondolako. Kudali kumva za vuto lawo kuti azibzala pamene tonse tikulira. Adawalonda mpaka adataya mbewu koma cholinga kudali kuwatenga. Mwamvanso adzukulu akudandaula kumanda kuja, zimenezo ndi zolakwika kumagwira ntchito pamene anzako akulira.
SET1/1595019962-598	CULTURE	5	 Kodi nkulakwa kugwira ntchito pamene ena ali pachisoni? Kwambiri, masiku ano mwambo wathu sukutsatidwanso. Umenewu ndi mlandu ndithu ndipo siziyenera zizitero. Ngati mmudzi wina mwachitika zovuta, timayenera midzi yonse yoyandikana tilire pamodzi.
SET1/1595018978-434	SOCIAL ISSUES	0	 Kodi Chipuwa wabwerera kumalonda? Luso la Richard Chipuwa, goloboyi wa Flames komanso Mighty Be Forward Wanderers ndi losayamba. Pa 15 January chaka chino adachoka mdziko muno ulendo ku Mozambique koma sadapatsidweko mwayi wosewera mpaka wabwerera kumudzi sabata yathayi. Kodi zatani? Msika wasowa? BOBBY KABANGO adacheza naye kuti amve zambiri motere:  Pa Wenela pasintha zedi  ANatchereza  Tidakumana ku sukulu ku Chiradzulu Manja antchito: Chipuwa akuti ayese nawo ku Wanderers Kodi mwabwera, mfumu?  Tafikatu amwene, tasowanatu koma mfumu.
SET1/1595018978-434	SOCIAL ISSUES	1	 Mwalemeratu, mpaka mwabwera ndi galimoto?  Hahaha nanunsotu musayambe apa Mwafika liti, mfumu? Sabata yathayi, koma ndilipo chifukwa ndikufuna ndisewere mdziko momwemuno kwa chaka chino ndipo ndibwerera chaka chamawa.
SET1/1595018978-434	SOCIAL ISSUES	2	 Ku Mozambique kwataninso? Mwathawa nkhondo kapena?  Ma documents ondiloleza kusewera mpira kumeneko sakuoneka mu system. Federation ya ku Maputo idandiuza kuti ma documents sakuoneka ngakhale Wanderers idatumiza. Izi zapangitsa kuti Chingale FC isandigwiritse ntchito. Chichokereni muja palibe chatheka ndiye ndaganiza kuti ndibwerere kumudzi kaye.
SET1/1595018978-434	SOCIAL ISSUES	3	 Vuto nchiyani kuti asaoneke? Nanenso sindikumvetsa, koma Wanderers idanditsimikizira kuti yatumiza.
SET1/1595018978-434	SOCIAL ISSUES	4	 Osati wathawa nkhondo?  Hahaha! Mayazi, amwene, sizikukhudzananso.
SET1/1595018978-434	SOCIAL ISSUES	5	 Ukutanthauza kuti sumasewera chichokereni kuno?  Ayi ndithu, ngati ndimasewera ndi magemu opimana mphamvu komanso ku training.
SET1/1595018978-434	SOCIAL ISSUES	6	 Apa simwatheratu, mfumu? Mumaka koma?  Ndine wampira, ndimadziwa ntchito yanga ndipo kupatsidwa mpata muonanso, mfumu.
SET1/1595018978-434	SOCIAL ISSUES	7	 Panopa ndiye ulowera timu iti?  Ndikufuna ndikambirane ndi Wanderers, zikatheka mwina ndisewera kumeneko. Zikakanika ndiye ndisewerera timu iliyonse yomwe timvane.
SET1/1595018978-434	SOCIAL ISSUES	8	 Komatu pochoka zimamveka ngati mwakangana ndi a Wanderers Ayi, padangokhala kusamvetsetsana koma zonse tidakambirana.
SET1/1595019559-532	LOCALCHIEFS	0	 Boma lilonga mafumu 250 Boma kudzera muunduna wa za maboma aangono latsimikiza kuti mafumu 250 aikidwa pamndandanda wolandira nawo mswahara kupangitsa kuti ndalama zopita ku thumba la mafumuwa zikwere.
