Nzale Verified
kugharimia NOUN
huduma NOUN
za ADJ
kuwasaidia NOUN
washirika NOUN
wetu ADJ
na CCONJ
jumuia NOUN
ya ADJ
kimataifa ADJ
kuendelea NOUN
kubaki NOUN
Kabul PROPN
na CCONJ
kutoa NOUN
msaada NOUN
. PUNCT

Mawaziri NOUN
walijadili VERB
pia SCONJ
kuhusu ADP
kupanuka NOUN
kwa ADP
ushawishi NOUN
wa ADJ
China PROPN
duniani ADJ
na CCONJ
athari NOUN
za ADJ
mabadiliko NOUN
ya ADJ
hali NOUN
ya ADJ
hewa NOUN
masuala NOUN
mawili ADJ
muhimu ADJ
kwa ADP
utawala NOUN
wa ADJ
Biden PROPN
, PUNCT
pamoja SCONJ
na SCONJ
masuala NOUN
ya ADJ
ulinzi NOUN
dhidi SCONJ
ya SCONJ
mashambuklio NOUN
ya ADJ
makombora NOUN
, PUNCT
usalama NOUN
wa ADJ
mitandao NOUN
na CCONJ
kupambana NOUN
na ADP
kueneza NOUN
habari NOUN
za ADJ
uongo NOUN
. PUNCT

Mawaziri NOUN
walikuwa AUX
wanakutana VERB
kujadili NOUN
pia SCONJ
suala NOUN
la ADJ
hali NOUN
ya ADJ
kisiasa ADJ
nchini ADV
Belarus PROPN
, PUNCT
rais NOUN
wa ADJ
taifa NOUN
hilo ADJ
Alexander PROPN
Lukashenko PROPN
alikuwa AUX
anazungumza VERB
na PART
maafisa NOUN
wa ADJ
serikali NOUN
akisema VERB
wanajeshi NOUN
wa ADJ
Russia PROPN
wako AUX
tayari ADV
kupelekwa NOUN
nchini ADV
humo ADJ
pindi ADV
kutakapokua NOUN
na ADP
kitisho NOUN
kutoka ADP
NATO PROPN
. PUNCT

Alexander PROPN
Lukashenko PROPN
Rais NOUN
wa ADJ
Belarus PROPN
amesema VERB
: PUNCT

Hakujakuwa DET
na PART
mazungumzo NOUN
yeyote ADJ
kuhusu ADP
kuletwa NOUN
kwa ADP
wanajeshi NOUN
wa ADJ
Russia PROPN
au CCONJ
kuundwa NOUN
kwa ADP
kambi NOUN
ya ADJ
kijeshi ADJ
hapa ADJ
Belarus PROPN
. PUNCT
Suala NOUN
hilo ADJ
halikutajwa VERB
hata ADP
kidogo ADJ
. PUNCT

Hayo PRON
yote ADJ
yakifanyika VERB
milipuko NOUN
mitatu ADJ
ilitokea VERB
kabul ADV
Jumanne ADV
jioni ADV
. PUNCT

Milipuko NOUN
miwili ADJ
ilikuwa AUX
mabomu NOUN
yaliyolipuka VERB
katika ADP
maeneo NOUN
mawili ADJ
tofauti ADJ
katika ADP
mitaa NOUN
ya ADJ
magharibi NOUN
ya ADJ
mji NOUN
mkuu ADJ
na CCONJ
kusababisha NOUN
vifo NOUN
vya ADJ
watu NOUN
6 NUM
na CCONJ
saba ADJ
kujeruhiwa NOUN
kulingana SCONJ
na SCONJ
wizara NOUN
ya ADJ
mambo NOUN
ya ADJ
ndani NOUN
ya ADJ
Afghanistan PROPN
. PUNCT

Na CCONJ
mlipuko NOUN
wa ADJ
tatu ADJ
uliharibu VERB
kituo NOUN
cha ADJ
umeme NOUN
kaskazini ADP
mwa ADP
Kabul PROPN
. PUNCT

Waatalamu NOUN
wanasema VERB
jeshi NOUN
la ADJ
Afghanistan PROPN
ambalo ADJ
linalotarajiwa VERB
kuwa AUX
na PART
nguvu NOUN
zaidi ADV
kuliko SCONJ
wapiganaji NOUN
taliban PROPN
ambao ADJ
wameongeza VERB
mashambulizi NOUN
yao ADJ
mnamo ADV
miezi NOUN
ya ADJ
hivi ADV
karibuni ADJ
, PUNCT
limegubikwa VERB
na PART
ulaji NOUN
rushwa NOUN
, PUNCT
ukosefu NOUN
wa ADJ
nidhamu NOUN
na CCONJ
kushindwa NOUN
kuchukua NOUN
udhibiti NOUN
wa ADJ
taifa NOUN
zima ADJ
. PUNCT

Uganda PROPN
imerikodi VERB
idadi NOUN
kubwa ADJ
zaidi ADV
ya ADJ
maambukizi NOUN
ya ADJ
COVID-19 PROPN
tangu ADP
ugonjwa NOUN
huo ADJ
uanze VERB
. PUNCT

Jumla NOUN
ya ADJ
watu NOUN
1,438 NUM
kati SCONJ
ya SCONJ
watu NOUN
8,478 NUM
waliopimwa VERB
waligunduliwa VERB
wana AUX
virusi NOUN
hivyo ADJ
, PUNCT
kwa ADP
mujibu NOUN
wa ADJ
takwimu NOUN
zilizotolewa VERB
na PART
wizara NOUN
ya ADJ
afya NOUN
. PUNCT

Hiyo PRON
ni AUX
asilimia NOUN
17 NUM
ya ADJ
maambukizi NOUN
, PUNCT
kwa ADP
wale PRON
waliopimwa VERB
. PUNCT

Tangu ADP
nchi NOUN
hiyo ADJ
kuingia NOUN
kwenye ADP
wimbi NOUN
la ADJ
pili ADJ
la ADJ
janga NOUN
hilo ADJ
mwishoni ADP
mwa ADP
mwezi NOUN
Mei NOUN
, PUNCT
kiwango NOUN
kinaonekana VERB
kuwa AUX
cha ADJ
wastani NOUN
wa ADJ
kati SCONJ
ya SCONJ
asilimia NOUN
16 NUM
na CCONJ
19 NUM
. PUNCT

Uganda PROPN
inakabiliana VERB
na ADP
aina NOUN
mpya ADJ
ya ADJ
virusi NOUN
ambavyo ADJ
viligunduliwa VERB
kwa ADP
mara ADV
ya ADV
kwanza ADJ
nchini ADV
India PROPN
, PUNCT
Uingereza PROPN
, PUNCT
na CCONJ
Afrika PROPN
Kusini NOUN
, PUNCT
pamoja SCONJ
na SCONJ
vile PRON
vya ADJ
kwanza ADJ
, PUNCT
vilivyoripotiwa VERB
nchini ADV
China PROPN
. PUNCT

Kuna AUX
wasiwasi NOUN
kwamba SCONJ
iwapo SCONJ
maambukizi NOUN
yataendelea VERB
kuongezeka NOUN
kwa ADP
kiwango NOUN
hicho ADJ
, PUNCT
vituo NOUN
vya ADJ
afya NOUN
vinaweza VERB
kukabiliwa NOUN
na ADP
uhaba NOUN
wa ADJ
rasilimali NOUN
muhimu ADJ
, PUNCT
kama SCONJ
vile SCONJ
oksijen NOUN
. PUNCT

Shirika NOUN
la ADJ
ndege NOUN
la ADJ
Rwanda PROPN
, PUNCT
jana ADV
Alhamisi ADV
lilisitisha VERB
safari NOUN
zake ADJ
kuingia NOUN
au CCONJ
kutoka ADP
Uganda PROPN
, PUNCT
huku CCONJ
maambukizi NOUN
yakizidi VERB
kuongezeka NOUN
. PUNCT

Siku NOUN
ya ADJ
Jumatano NOUN
, PUNCT
Umoja NOUN
wa ADJ
Falme NOUN
za ADJ
Kiarabu ADJ
( PUNCT
UAE PROPN
) PUNCT
ulisema VERB
kwamba SCONJ
wasafiri NOUN
kutoka ADP
Uganda PROPN
, PUNCT
Zambia PROPN
na CCONJ
Jamhuri NOUN
ya ADJ
Kidemokrasia ADJ
ya ADJ
Kongo PROPN
, PUNCT
hawataruhusiwa VERB
kuingia NOUN
nchini ADV
, PUNCT
kuanzia NOUN
leo ADV
Ijumaa ADV
. PUNCT

Muungano NOUN
wa ADJ
vyama NOUN
9 NUM
vya ADJ
wafanyakazi NOUN
nchini ADV
Myanmar PROPN
mapema NOUN
Jumatatu ADV
umejiunga VERB
kwenye ADP
maandamano NOUN
yanayoendelea VERB
kushuhudiwa NOUN
nchini ADV
humo ADJ
ili SCONJ
kushinikiza NOUN
kuondoka NOUN
kwa ADP
utawala NOUN
wa ADJ
kijeshi ADJ
uliofanya VERB
mapinduzi NOUN
ya ADJ
serikali NOUN
. PUNCT

Kupitia NOUN
kwenye ADP
taarifa NOUN
ya ADJ
pamoja NOUN
, PUNCT
muungano NOUN
wa ADJ
wafanyakazi NOUN
umesema VERB
kuendelea NOUN
na ADP
shughuli NOUN
za ADJ
kawaida ADJ
za ADJ
kiuchumi ADJ
kunawanufaisha VERB
wanajeshi NOUN
hao ADJ
ambao ADJ
wameendelea VERB
kukandamiza NOUN
watu NOUN
wa ADJ
Myanmar PROPN
. PUNCT

Maandamano NOUN
kutoka ADP
kwa ADP
wafanyakazi NOUN
wa ADJ
serikali NOUN
wakiwemo VERB
wale PRON
wanaofanya VERB
kwenye ADP
treni NOUN
yamekuwa AUX
yakiendelea VERB
nchini ADV
humo ADJ
kwa ADP
muda NOUN
wa ADJ
wiki NOUN
kadhaa ADJ
sasa ADV
. PUNCT

Shirika NOUN
la ADJ
habari NOUN
la ADJ
Reuters PROPN
limesema VERB
kuwa SCONJ
waandamanji NOUN
kwenye ADP
mji NOUN
mkuu ADJ
wa ADJ
Yangon PROPN
wameonekana VERB
wakibeba VERB
vibendera NOUN
vidogo ADJ
kuadhimisha NOUN
siku NOUN
ya ADJ
wanawake NOUN
duniani NOUN
huku CCONJ
huduma NOUN
muhimu ADJ
kama SCONJ
maduka NOUN
na CCONJ
benki NOUN
yamefungwa VERB
. PUNCT

Afisa NOUN
mmoja ADJ
kutoka ADP
chama NOUN
cha ADJ
National PROPN
League PROPN
for ADJ
Democracy PROPN
cha ADJ
kiongozi NOUN
wa ADJ
kiraiya ADJ
aliyezuiliwa VERB
Aung PROPN
San PROPN
Suu PROPN
Kyi PROPN
ameithibitishia VERB
VOA PROPN
kwamba SCONJ
mmoja PRON
wa ADP
maafisa NOUN
wa ADJ
chama NOUN
hicho ADJ
amefariki VERB
wakati ADV
akiwa VERB
kizuizini ADV
. PUNCT

Kundi NOUN
linalotetea VERB
haki NOUN
za ADJ
wafungwa NOUN
wa ADJ
kisiasa ADJ
limesema VERB
Jumamosi ADV
kuwa SCONJ
zaidi SCONJ
ya SCONJ
watu NOUN
1,700 NUM
wamezuiliwa VERB
tangu ADP
mapinduzi NOUN
ya ADJ
kijeshi ADJ
yalipofanyika VERB
mwezi ADV
uliyopita VERB
. PUNCT

Mshukiwa NOUN
wa ADJ
mauaji NOUN
ya ADJ
kimbari ADJ
nchini ADV
Rwanda PROPN
, PUNCT
Félicien PROPN
Kabuga PROPN
anazuiliwa VERB
katika ADP
mahakama NOUN
ya ADJ
kimtaifa ADJ
ya ADJ
uhalifu NOUN
- PUNCT
ICC PROPN
, PUNCT
mjini NOUN
Hague PROPN
, PUNCT
baada ADP
ya ADP
kusafirishwa NOUN
kutoka ADP
Ufaransa PROPN
kufuatia NOUN
amri NOUN
ya ADJ
mahakama NOUN
ya ADJ
Umoja NOUN
wa ADJ
Mataifa NOUN
. PUNCT

Kabuga NOUN
, PUNCT
ambaye ADJ
amekuwa AUX
mafichoni ADV
kwa ADP
zaidi SCONJ
ya SCONJ
miaka NOUN
22 NUM
hadi ADP
alipokamatwa VERB
nchini ADV
Ufaransa PROPN
mwezi ADV
May ADV
, PUNCT
atafikishwa VERB
mbele NOUN
ya ADJ
mahakama NOUN
ya ADJ
ICC PROPN
. PUNCT

Wiki ADV
iliyopita VERB
, PUNCT
jaji NOUN
katika ADP
mahakama NOUN
ya ADJ
Umoja NOUN
wa ADJ
Mataifa NOUN
aliamuru VERB
kwamba SCONJ
Kabuga PROPN
ahamishiwe VERB
Uholanzi PROPN
, PUNCT
badala SCONJ
ya SCONJ
kuzuiliwa NOUN
nchini ADV
Tanzania PROPN
na CCONJ
mahakama NOUN
maalum ADJ
ya ADJ
Umoja NOUN
wa ADJ
Mataifa NOUN
kwa ADP
kuzingatia NOUN
maswala NOUN
ya ADJ
afya NOUN
kutokana SCONJ
na SCONJ
janga NOUN
la ADJ
virusi NOUN
vya ADJ
Corona PROPN
. PUNCT

Kabuga PROPN
, PUNCT
mwenye VERB
umri NOUN
wa ADJ
miaka NOUN
84 NUM
, PUNCT
anaweza VERB
kukaa NOUN
ICC PROPN
kwa ADP
miezi NOUN
kadhaa ADJ
na CCONJ
baadaye ADV
kesi NOUN
dhidi SCONJ
yake PRON
kusikilizwa NOUN
nchini ADV
Tanzania PROPN
. PUNCT

Waendesha NOUN
mashtaka NOUN
wa ADJ
Umoja NOUN
wa ADJ
Mataifa NOUN
wanamshutumu VERB
Kabuga PROPN
, PUNCT
ambaye ADJ
alikuwa AUX
mkulima NOUN
mkubwa ADJ
wa ADJ
majani NOUN
chai NOUN
na CCONJ
kahawa NOUN
, PUNCT
kwa ADP
kupanga NOUN
mauaji NOUN
dhidi SCONJ
ya SCONJ
maelfu NOUN
ya ADJ
watutsi NOUN
na CCONJ
baadhi SCONJ
ya SCONJ
wahutu NOUN
nchini ADV
Rwanda PROPN
mwaka NOUN
1994 NUM
katika ADP
mashambulizi NOUN
yaliyodhumu VERB
kwa ADP
muda NOUN
wa ADJ
siku ADV
100 NUM
. PUNCT

Kabuga PROPN
anakabiliwa VERB
na ADP
mashtaka NOUN
ya ADJ
mauaji NOUN
ya ADJ
halaiki ADJ
ya ADJ
watu NOUN
, PUNCT
kuchangia NOUN
mauaji NOUN
hayo ADJ
na CCONJ
uhalifu NOUN
dhidi SCONJ
ya SCONJ
binadamu NOUN
. PUNCT

Amekana VERB
mashtaka NOUN
dhidi SCONJ
yake PRON
akisema VERB
ni AUX
ya ADJ
uongo NOUN
. PUNCT

Kwingineko ADV
, PUNCT
waendesha NOUN
mashataka NOUN
wa ADJ
Uholanzi PROPN
wamesema VERB
kwamba SCONJ
wamemkamata VERB
mwanamme NOUN
raia NOUN
wa ADJ
Rwanda PROPN
mwenye ADJ
umri NOUN
wa ADJ
miaka NOUN
71 NUM
ambaye PRON
amekuwa AUX
akiishi VERB
Uholanzi PROPN
kwa ADP
muda NOUN
wa ADJ
miaka NOUN
20 NUM
, PUNCT
baada ADP
ya ADP
kupata NOUN
ombi NOUN
kutoka ADP
kwa ADP
serikali NOUN
ya ADJ
Kigali PROPN
, PUNCT
la PRON
kutaka NOUN
akamatwe VERB
na CCONJ
kurudishwa NOUN
nchini ADV
humo ADJ
. PUNCT

Jina NOUN
la ADJ
mwanamme NOUN
huyo ADJ
halijatajwa VERB
lakini CCONJ
waendesha NOUN
mashtaka NOUN
wamesema VERB
mwanamme NOUN
huyo ADJ
alikuwa AUX
akifanya VERB
kazi NOUN
katika ADP
benki NOUN
na CCONJ
anamiliki VERB
duka NOUN
la ADJ
kuuza NOUN
dawa NOUN
, PUNCT
anayetuhumiwa VERB
kwa ADP
kuandaa NOUN
orodha NOUN
ya ADJ
watutsi NOUN
waliopangiwa VERB
kuuawa NOUN
katika ADP
mashambulizi NOUN
hayo ADJ
ya ADJ
mwaka ADV
1994 NUM
. PUNCT

Imetayarishwa VERB
na PART
Kennes PROPN
Bwire PROPN
, PUNCT
VOA PROPN
, PUNCT
Washington PROPN
DC PROPN
. PUNCT

Kenya PROPN
itapokea VERB
karibu ADV
dozi NOUN
72,000 NUM
za ADJ
chanjo NOUN
ya ADJ
Covid-19 PROPN
wiki ADV
hii ADJ
kutoka ADP
mpango NOUN
wa ADJ
Covax PROPN
. PUNCT

Dawa NOUN
hizo ADJ
zitawasili VERB
kutokea NOUN
Sudan PROPN
Kusini NOUN
baada ADP
ya ADP
maafisa NOUN
wa ADJ
wizara NOUN
ya ADJ
afya NOUN
wa ADJ
nchi NOUN
hiyo ADJ
kusema NOUN
kwamba SCONJ
hawataweza VERB
kuzitumia NOUN
kabla ADP
ya ADP
muda NOUN
wake ADJ
kumalizika NOUN
. PUNCT

Sudan PROPN
Kusini NOUN
ilipokea VERB
dozi NOUN
132,000 NUM
za ADJ
AstraZeneca PROPN
chini ADP
ya ADP
mpango NOUN
wa ADJ
Covax PROPN
, PUNCT
mwishoni ADP
mwa ADP
mwezi ADV
Machi ADV
. PUNCT

Lakini CCONJ
naibu VERB
Waziri NOUN
wa ADJ
Afya NOUN
Mayen PROPN
Machout PROPN
amewaambia VERB
waandishi NOUN
habari NOUN
Jumatano ADV
kwamba SCONJ
hawakuweza VERB
kutumia NOUN
dozi NOUN
zote ADJ
. PUNCT

Pia SCONJ
serikali NOUN
imetoa VERB
sababu NOUN
ya ADJ
bunge NOUN
kuchelewa NOUN
kuidhinisha NOUN
matumizi NOUN
ya ADJ
chanjo NOUN
hiyo ADJ
. PUNCT

Hivyo ADV
serikali NOUN
ya ADJ
Juba PROPN
itabaki VERB
na PART
dozi NOUN
52,000 NUM
kwa ADP
matumaini NOUN
ya ADP
kuzitumia VERB
kabla ADP
ya ADP
muda NOUN
wake ADJ
wa ADJ
Julai NOUN
18 NUM
kupita NOUN
. PUNCT

Rais NOUN
wa ADJ
Uganda PROPN
Yoweri PROPN
Museveni PROPN
Jumapili NOUN
anatarajiwa VERB
kulihutubia NOUN
taifa NOUN
kuelezea NOUN
mikakati NOUN
ya ADJ
serikali NOUN
yake ADJ
katika ADP
kupambana NOUN
na ADP
ongezeko NOUN
la ADJ
maambukizi NOUN
ya ADJ
virusi NOUN
vya ADJ
Corona PROPN
. PUNCT

Kupitia NOUN
ujumbe NOUN
wa ADJ
Twitter PROPN
, PUNCT
Museveni PROPN
amewataka VERB
raia NOUN
wote ADJ
wa ADJ
Uganda PROPN
kutazama NOUN
au CCONJ
kusikiliza NOUN
hotuba NOUN
yake ADJ
kupitia NOUN
vyombo NOUN
mbalimbali ADJ
vya ADJ
habari NOUN
kuanzia NOUN
mwendo NOUN
wa ADJ
saa NOUN
mbili ADV
usiku ADV
. PUNCT

Nitalihutubia VERB
taifa NOUN
hii ADJ
leo ADV
juu ADP
ya ADP
maazimio NOUN
na CCONJ
hatua NOUN
zilizopitishwa VERB
na PART
tume NOUN
ya ADJ
kitaifa ADJ
ya ADJ
kukabiliana NOUN
na ADP
COVID-19 PROPN
, PUNCT
alisema VERB
Museveni PROPN
. PUNCT
Wakati NOUN
wa ADP
hotuba NOUN
yake ADJ
juzi ADV
Ijumaa ADV
, PUNCT
rais NOUN
huyo ADJ
alisema VERB
kwamba SCONJ
Uganda PROPN
inaingia VERB
katika ADP
wimbi NOUN
la ADJ
tatu ADJ
la ADJ
maambukizi NOUN
ya ADJ
Corona PROPN
. PUNCT

Hotuba NOUN
ya ADJ
leo ADV
inajiri VERB
huku ADV
taifa NOUN
hilo ADJ
la ADJ
Afrika PROPN
Mashariki PROPN
likiwa AUX
limerekodi VERB
idadi NOUN
kubwa ADJ
zaidi ADV
ya ADJ
maambukizi NOUN
wiki ADV
hii ADJ
, PUNCT
jambo NOUN
ambalo ADJ
limepelekea VERB
kuwepo AUX
wasiwasi NOUN
mkubwa ADJ
kati SCONJ
ya SCONJ
raia NOUN
na CCONJ
maafisa NOUN
wa ADJ
serikali NOUN
. PUNCT

Kufikia NOUN
Jumapili ADV
, PUNCT
Uganda PROPN
imeripoti VERB
jumla NOUN
ya ADJ
maambukizi NOUN
51,676 NUM
huku CCONJ
watu NOUN
374 NUM
wakifariki VERB
kutokana SCONJ
na SCONJ
ugonjwa NOUN
huo ADJ
. PUNCT
Katika ADP
nchi NOUN
yenye ADJ
jumla NOUN
ya ADJ
wakazi NOUN
milioni ADJ
41 NUM
, PUNCT
ni AUX
takriban ADV
watu NOUN
750,000 NUM
tu ADV
ambao ADJ
wamepata VERB
chanjo NOUN
ya ADJ
COVID-19 PROPN
. PUNCT
Wachambuzi NOUN
wanasema VERB
kwamba SCONJ
huenda SCONJ
rais NOUN
Museveni PROPN
akatangaza VERB
masharti NOUN
makali ADJ
zaidi ADV
, PUNCT
katika ADP
juhudi NOUN
za ADJ
kukabiliana NOUN
na ADP
ongezeko NOUN
hilo ADJ
, PUNCT
la ADJ
maambukizi NOUN
. PUNCT
Mwandishi NOUN
wa ADJ
habari NOUN
, PUNCT
Raia NOUN
wa ADJ
China PROPN
ambaye ADJ
amekuwa AUX
akizuiliwa VERB
gerezani ADV
tangu ADP
mwezi ADV
wa ADV
tano ADV
kwa ADP
kuonyesha NOUN
moja ADV
kwa ADV
moja ADV
kupitia NOUN
mtandao NOUN
wa ADJ
kijamii ADJ
, PUNCT
mlipuko NOUN
wa ADJ
virusi NOUN
vya ADJ
Corona PROPN
katika ADP
mji NOUN
wa ADJ
Wuhan PROPN
, PUNCT
amehukumiwa VERB
kifungo NOUN
cha ADJ
miaka NOUN
4 NUM
gerezani ADV
. PUNCT
Hukumu NOUN
yake ADJ
imekuja VERB
mwaka ADV
mmoja ADV
baada ADP
ya ADP
mlipuko NOUN
wa ADJ
virusi NOUN
hivyo ADJ
ambavyo ADJ
mwanzoni ADV
vilikuwa AUX
vinatajwa VERB
kuwa AUX
homa NOUN
ya ADJ
mapafu NOUN
. PUNCT
Zhang PROPN
Zhan PROPN
, PUNCT
ambaye ADJ
alikuwa AUX
wakili NOUN
, PUNCT
ameshutumiwa VERB
kwa ADP
kile PRON
kimetajwa VERB
kama ADV
kuanzisha NOUN
ugomvi NOUN
na CCONJ
kusababisha NOUN
shida NOUN
, PUNCT
kwa ADP
kuripoti NOUN
kuhusu ADP
virusi NOUN
hivyo ADJ
wakati ADV
vilipolipuka VERB
mjini ADV
Wuhan PROPN
. PUNCT
Ripoti NOUN
zake ADJ
za ADJ
moja ADV
kwa ADV
moja ADV
za ADJ
video NOUN
na CCONJ
maandishi NOUN
, PUNCT
zilisambaa VERB
sana ADV
kwenye ADP
mitandao NOUN
ya ADJ
kijamii ADJ
mwezi ADV
Februari ADV
. PUNCT
Maafisa NOUN
nchini ADV
China PROPN
wamewaadhibu VERB
watu NOUN
kadhaa ADJ
waliotoa VERB
habari NOUN
kuhusu ADP
kuwepo AUX
kwa ADP
virusi NOUN
hivyo ADJ
, PUNCT
katika ADP
hatua NOUN
ya ADP
kunyamazisha NOUN
wakosoaji NOUN
wa ADJ
serikali NOUN
namna NOUN
ilivyoshughulikia VERB
mlipuko NOUN
wa ADJ
virusi NOUN
vya ADJ
Corona PROPN
. PUNCT
Beijing PROPN
imejisifu VERB
sana ADV
kwa ADP
kile PRON
imetaja VERB
kama ADV
kufanya NOUN
kazi NOUN
kubwa ADJ
kupata NOUN
mafanikio NOUN
makubwa ADJ
katika ADP
kukabiliana NOUN
na ADP
virusi NOUN
vya ADJ
Corona PROPN
ndani ADP
ya ADP
mipaka NOUN
yake ADJ
. PUNCT
Imesema VERB
kwamba SCONJ
uchumi NOUN
wake ADJ
umeanza VERB
kukua NOUN
. PUNCT
Nchi NOUN
zingine ADJ
zinapitia VERB
wakati NOUN
mgumu ADJ
sana ADV
kukabiliana NOUN
na ADP
maambukizi NOUN
ya ADJ
virusi NOUN
vya ADJ
Corona PROPN
. PUNCT

China PROPN
imechukua VERB
hatua NOUN
kali ADJ
kuzuia NOUN
usambasaji NOUN
wa ADJ
habari NOUN
kuhusu ADP
maambukizi NOUN
ya ADJ
virusi NOUN
vya ADJ
Corona PROPN
nchini ADV
humo ADJ
. PUNCT
Rais NOUN
wa ADJ
Jamhuri NOUN
ya ADJ
kidemokrasia ADJ
ya ADJ
Congo PROPN
Felix PROPN
Tshisekedi PROPN
ameomba VERB
maseneta NOUN
waliokaribu AUX
naye a??
kuunda NOUN
kundi NOUN
la ADJ
maseneta NOUN
na CCONJ
wabunge NOUN
wanaoweza VERB
kumsaidia NOUN
kufanya NOUN
mabadiliko NOUN
katika ADP
baraza NOUN
la ADJ
mawaziri NOUN
linalotawaliwa VERB
na PART
watu NOUN
wanaomuunga VERB
mkono NOUN
aliyekuwa VERB
rais NOUN
wa ADJ
nchi NOUN
hiyo ADJ
Joseph PROPN
Kabila PROPN
. PUNCT
Tshisekedi PROPN
alivunja VERB
mkataba NOUN
wa ADJ
kugawana NOUN
madaraka NOUN
na CCONJ
Kabila PROPN
, PUNCT
mnamo ADV
mwezi ADV
Desemba ADV
. PUNCT
Kabila PROPN
aliondoka VERB
madarakani NOUN
Januari ADV
mwaka ADV
2019 NUM
baada ADP
ya ADP
kutawala NOUN
Jamhuri NOUN
ya ADJ
kidemokrasia ADJ
ya ADJ
Congo PROPN
kwa ADP
muda NOUN
wa ADJ
miaka NOUN
18 NUM
lakini CCONJ
watu NOUN
waliokaribu VERB
naye PRON
bado ADV
wanadhibiti VERB
bunge NOUN
. PUNCT
Rais NOUN
Tshisekedi PROPN
amesema VERB
kwamba SCONJ
mgawanyiko NOUN
katika ADP
muungano NOUN
wake ADJ
na CCONJ
Kabila NOUN
, PUNCT
umekwamisha VERB
juhudi NOUN
zake ADJ
za ADJ
kumaliza NOUN
mashambulizi NOUN
ya ADJ
makundi NOUN
ya ADJ
waasi NOUN
mashariki ADP
mwa ADP
Congo PROPN
, PUNCT
kulipo VERB
na PART
utajiri NOUN
mkubwa ADJ
wa ADJ
madini NOUN
, PUNCT
kufanya NOUN
mabadiliko NOUN
katika ADP
mfumo NOUN
wa ADJ
mahakama NOUN
, PUNCT
Pamoja SCONJ
na SCONJ
kupata NOUN
ufadhili NOUN
kutoka ADP
shirika NOUN
la ADJ
fedha NOUN
duniani ADJ
IMF PROPN
Pamoja SCONJ
na SCONJ
benki NOUN
kuu ADJ
ya ADJ
dunia ADJ
. PUNCT
Viongozi NOUN
wanaomuunga VERB
mkono NOUN
rais NOUN
Tshisekedi PROPN
katika ADP
bunge NOUN
la ADJ
nchi NOUN
hiyo ADJ
, PUNCT
walipiga VERB
kura NOUN
Desemba ADV
tarehe NOUN
10 NUM
na CCONJ
kumuondoa NOUN
spika NOUN
wa ADJ
bunge NOUN
hilo ADJ
, PUNCT
ambaye ADJ
ni AUX
mshirika NOUN
mkubwa ADJ
wa ADJ
Joseph PROPN
Kabila PROPN
. PUNCT
Tshisekedi PROPN
amemteua VERB
seneta NOUN
Modeste PROPN
Bahati PROPN
kusimamia NOUN
shughuli NOUN
ya ADP
kuhakikisha NOUN
kwamba SCONJ
muungano NOUN
wa ADJ
seneta NOUN
wanaomuunga VERB
mkono NOUN
una AUX
wafuasi NOUN
wengi ADJ
kusaidia NOUN
katika ADP
kutekeleza NOUN
lengo NOUN
lake ADJ
. PUNCT
Iwapo SCONJ
Tshisekedi PROPN
atafaulu VERB
kupata NOUN
idadi NOUN
kubwa ADJ
ya ADJ
maseneta NOUN
, PUNCT
bunge NOUN
litakuwa VERB
na PART
uwezo NOUN
wa ADP
kuwasilisha NOUN
mswada NOUN
wa ADJ
kutokuwa NOUN
na ADP
Imani NOUN
na CCONJ
serikali NOUN
ya ADJ
waziri NOUN
mkuu ADJ
Sylvestre PROPN
Ilunga PROPN
, PUNCT
ambaye ADJ
ni AUX
mshirika NOUN
mkuu ADJ
wa ADJ
Joseph PROPN
Kabila PROPN
. PUNCT
Imetayarishwa VERB
na PART
Kennes PROPN
Bwire PROPN
, PUNCT
VOA PROPN
, PUNCT
Washington PROPN
DC PROPN
. PUNCT

Kundi NOUN
la ADJ
wapiganaji NOUN
la ADJ
Boko PROPN
Haram PROPN
limeua VERB
watu NOUN
10 NUM
wakiwemo VERB
maafisa NOUN
wanne ADJ
wa ADJ
usalama NOUN
baada ADP
ya ADP
kushambulia NOUN
vijiji NOUN
vitatu ADJ
kaskazini ADP
mwa ADP
Nigeria PROPN
. PUNCT
Wapiganaji NOUN
hao ADJ
wamevamia VERB
vijiji NOUN
vya ADJ
Shafa PROPN
, PUNCT
Azare PROPN
na CCONJ
Tashan PROPN
Alade PROPN
katika ADP
jimbo NOUN
la ADJ
Borno PROPN
, PUNCT
na CCONJ
kuchoma NOUN
moto NOUN
nyumba NOUN
kadhaa ADJ
zikiwemo VERB
ofisi NOUN
za ADJ
serikali NOUN
kabla ADP
ya ADP
kufyatua NOUN
risasi NOUN
kiholela ADJ
dhidi SCONJ
ya SCONJ
wakaazi NOUN
wa ADJ
vijiji NOUN
hivyo ADJ
. PUNCT

Wapiganaji NOUN
hao ADJ
walishambulia VERB
Kijiji NOUN
baada ADP
ya ADP
kingine PRON
. PUNCT

Katika ADP
Kijiji NOUN
cha ADJ
Azare PROPN
, PUNCT
walichoma VERB
moto ADV
kituo NOUN
cha ADJ
polisi NOUN
na CCONJ
kuua NOUN
maafisa NOUN
wawili ADJ
wa ADJ
polisi NOUN
, PUNCT
mwanajeshi NOUN
na CCONJ
afisa NOUN
wa ADJ
ujasusi NOUN
. PUNCT
