eng	pcm
Regardless of what others may say, the truth is that if as a nation we are desirous of developing policies that will engineer prosperity in the oil and gas sectors while saving the people of the region, then, we must be ready to locate the strategic triangles that hold the key to success.	Regardless of wetin oda pipo tok, di truth be say if all of us get am for mind to develop policy wey go bring prosperity for oil and gas sector, while we go still save di pipo for di region, we ready to find di strategic triangles wey hold di key to success for hand.
Separate from the fact that success requires a careful analysis of the various kinds of knowledge needed to make innovation possible, the need for the nation to straddle the middle ground has become necessary since both the ministry and sector have for a very long time manifested signs of an institution with neither primed nor positioned potentials.	Apart from di fact say success need make dem analyse am wit care, of di different kind of knowledge wey dem need to make innovation possible, e don necessary for di nation make dem hold di middle ground since both di ministry and sector don dey manifest signs for long time now say dem go be institution wey no get potential wey strong.
And as we know, any organisation, be it private or public that fails to search for its potentials leaves its survival to chance.	And as we know, any organization, whether private or public wey no gree search for hin potential, hin survival na by chance.
At this instant, looking at both the operational templates of the ministry and how the up, mid and the downstream players of the petroleum industry have become reputed for non-compliance to set rules,  it will not be a wrong assertion to conclude that the critical factors fueling crude oil spillage/gas flaring can be divided into the following; the existence of  multiple but obsolete regulatory framework, which characterises the oil and gas exploration and production in Nigeria; federal governments failure to get the nations refineries back to full refining capacity; the petroleum ministrys inability to get committed  to making International Oil Companies(IOCs) adhere strictly to the international best practices as it relates to their operational environment; And finally, non-existence of clear responsibility/work details and action plans for agencies and parastatals functioning under the ministry.	For dis level, if we luk di operational template of di ministry, and how dey don know say di up, mid and down stream players of di petroleum industry say dem no dey follow rules, e no go dey wrong make pesin conclude say dem fit divide di serious reasons wey dey kos Crude oil spillage/gas flarin to; regulatory framework wey plenti wey no dey work, oil and gas exploration and production for Nigeria dey; federal goment failure to make di kontri refineries dey work to dia full capacity back ; petroleum ministry inability to make International Oil Companies dey follow di international best practices as e relate to di environment wey dem dey work; Di last one, clear responsibility/work details wey no dey and action plans for agencies and parastatals wey dey function under di ministry.
The above failures have as a direct consequence; cast a long dark shadow on the ministry, the sector and the region.	Di failures dem wey dey up get direct consequence, na bad influence for di sector, di ministry and di region.
To explain these points beginning with the first challenge, it is worth commenting that the business of crude oil exploration and issues of oil production in the country is regulated by multiple but very weak laws and Acts of which most of these laws not only complicate enforcement but are curiously too old-fashioned for the changing demands of time thereby, creating loopholes for operators, especially the International Oil Companies (IOC) to exploit both the government and host communities.	To take explain dis points, make we use di first challenge start, e dey important to dey tok about di law dem wey regulate crude oil exploration and oil production issue wey plenti law dey regulate but too dey weak and di Acts wey dey law wey no dey just complicate how e dey work, but e don too old as time don dey change, e dey create corner corner way for pipo wey dey operate for der especially the International Oil Companies (IOC)  make dem fit use exploit both di goment and host communities.
Some of these laws/Acts in question that have been in operation since the 1960s but currently not achieving their purpose includes but not limited to; the Petroleum Act of 1969, The Harmful Waste(Special Criminal Positions etc), Act 1988, Mineral Oil Safety Regulation 1963, Petroleum(Drilling and Production) Regulation 1969	some of dis laws/acts wey we dey tok about don dey since 1960 but dey no dey achieve dia purpose wey Di Petroleum Act of 1969, Di Harmful Waste(Special Criminal Positions etc), Act 1988, Mineral Oil Safety Regulation 1963, Petroleum(Drillin and Production) Regulation 1969 dey but no be oly dis one dem.
(Subsidiary Legislation to the Petroleum Act) and the off-shore Oil Revenue (Registration of Grants)Act 1971 among others.	(Subsidiary Legislation to Petroleum Act) and di off-shore Oil Revenue (Registration of Grants) Acts 1971 among odas.
Without minding their number, concepts, provisions and definitions, these laws have become obsolete, old-schooled and out-fashioned to the extent that they now provide leeway for the operators in the sector to exploit both the government and host communities.	As dey no mind di number, concept, provision and definition dem, dis law dem no dey useful again, dey don old to di extent say dem dey give pipo wey dey work for di sector corner corner to dey chop both di goment and host community dem.
Utomi is the Programme Coordinator (Media and Policy), Social and Economic Justice Advocacy (SEJA), Lagos	Utomi na di Programme Coordinator (Media and Policy), Social and Econnomic Justice Advocacy (SEJA) , Lagos.
Crystal and Davy (1969) explain that journalese language ia an important aspect of journalism.	Crystal and Davy (1969) explain say di language wey journalist dem dey use dey important for di journalism work.
SEC bans unregistered CMOs from operations May 31	SEC ban CMO wey dey no register from operation May 31
The Securities and Exchange Commission (SEC) says it will stop operations of the Capital Market Operators (CMOs) yet to renew their registration on May 31.	Di Securities and Exchange Commission (SEC) tok say dem go stop Capital Market Operators (CMOs) operation wey neva renew dia registration for May 31
The commission disclosed this in a circular signed by the management on Monday in Abuja.	Di commission tok am for one circular wey di management sign on Monday for Abuja
The commission said that the CMOs yet to renew their registration at the expiration of late filing on May 31, would not be eligible to operate in the capital market.	Di commission tok say any CMO wey no renew dia registration before late fillin expire for May 31 no go fit operate for capital market.
Consequently, the commission said that late filing for renewal of registration would only be entertained from May 1 to May 31.	Bikos of wetin dey apun, di commission tok say to dey fill di renewal of registration late go dey between May 1 to May 30
It said that the CMOs were required to have completed the renewal process on or before April 30.	E tok say di CMOs need complete renewal process on or before April 30.
The commission noted that names of the CMOs that had renewed their registration would be published on SECs website and national dailies.	Di commission note say dem go publish di name of di CMOs wey renew dia registration of SEC website and national newspapers dem.
It added that the names of eligible CMOs would be communicated to the relevant Securities Exchanges and Trade Associations.	E kom add say dem go declare di name of CMOs wey dey eligible give relevant security exchange and Trade Associations.
The News Agency of Nigeria (NAN) reports that the SEC had in March issued a circular to the general public and the CMOs for the reintroduction of the periodic renewal of registration by operators.	Di News Agency of Nigeria (NAN) report say SEC for March don share circular give general public and di CMOs for di periodic renewal of registration by di operator wey dey wan introduce again
The basic quality of the Language of Journalism is clarity, and its most desired effect is for the language to be understood.	Di simple quality wey journalism language get na to dey clear, and wetin e wan show pass na make pipo fit understand am.
Kano Pillars go top after 1-1 draw at Katsina United	Kano Pillars dey top afta 1-1 draw for Katsina United
Former champions, Kano Pillars have assumed leadership of the 2021 NPFL table even as they were forced to 1-1 draw by Katsina United in the week 22 match played Sunday at the Muhammadu Dikko stadium in Katsina.	Former Champions, Kano Pillars don dey top chart back for 2021 NPFL as Katsina United force dem go 1-1 draw for week 22 match wey dey play on Sunday for Muhammed Dikko Stadium for Katsina.
Five minutes after Suraj Ayeleso saved Ahmed Rasheeds penalty kick, Pillars inspirational captain, Rabiu Ali popped up at the other end to give the Masu gida boys the lead from a direct free kick in the 26th minute.	Five minute afta Suraj Ayeleso save di penalty wey Ahmed Rasheed play, Pillars captain wey dey Inspirational, Rabiu Ali show for di oda side score wey make Masu gida boys dey lead from one direct free kick as e reach 26 minute
However, Pillars lead was short-lived as Ahmed Rasheed made amends for his earlier miss from the spot by heading home Usman Baraus cross to level scores in the 34th minute.	Pillars win no tey as Ahmed Rasheed kom later score di goal wey he lose before from di spot as he dey go home, Usman Bara cross to go level scores for di 34th minute.
The draw put Pillars on top of the log with 41 points but their reign may not last more than 24 hours, if Akwa United who are on 40 points would beat Rangers today in Uyo.	Di draw put Kano Pillars for di top wit 41 points but dia reign fit no last 24 hours, if Akwa United wey dey 40 points beat Rangers for Uyo today.
In Jos, it was a good day in the office for Plateau United who rubbed more salt into Wikki Tourists injuries with a 4-1 victory.	For Jos, na beta day for Plateau United as dey put pepe for Wikki Tourist eye wit dia 4-1 victory.
Ibrahim Mustapha scored in the 3rd minute from a tight spot to start the rout before Jibrin Abubakar equalised for the hapless Tourists in the 9th minute.	Ibrahin Muhammed score for di 3rd minute from one bad corner take start di game, before Jibrin Abubakar Equalise for di yeye Tourists wen e reach 9 minute.
Thereafter, it was one way traffic as Mohammed Zulkifilu scored a brace (17, 55) before Oche Ohowechi put the icing on the cake for Plateau United in the 90th minute.	Na one way traffic as Muhammed Zulkifilu score brace (17, 55) before Oche Ohowechi kom show dem who di baba be as he score for 90 minite for Plateau United
Nasarawa United also overwhelmed visiting Heartland 3-1 after Aliyu Abdullahi scored a brace (27, 50) and Marthings Owolijah tripled the lead in the 61st minute before Chijoke Akuneto reduced the deficit with a screamer in the 85th minute.	Nasarawa United sef pepe Heartland wey dey visit 3-1 afta Aliyu Abdullah score brace (27, 50) and Martins Owolijah score di third one wen e reach 61 minute, before Chijioke Akuneto kom boost hin team morale as he score wen e reach 85 minute.
In Gombe, host Adamawa United chased Wolves to a 3-3 draw, FC IfeanyiUbah topped Sunshine Stars 1-0 in Nnewi in the battle of relegation teams, MFM piped Lobi Stars 1-0 in Lagos and Abia Warriors	For Gombe, Adamawa United wey dey host pursue Wolves go 3-3 draw, FC Ifeanyi Ubah win Sunshine stars 1-0 for Nnewi for di battle of Relegation team, MFM sama Lobi stars 1-0 for Lagos and Abia Warriors
forced Rivers United to 0-0 draw in Port-Harcourt.	Force Rivers United go 0-0 draw for Port-Harcourt
At the Ahmadu Bello stadium Kaduna, Jigawa Stars left it late to draw 1-1 with visiting Dakkada FC.	For Ahmadu Bello Stadium Kaduna, Jigawa Stars follow Dakkada Fc wey dey visit draw.
While the match between Enyimba and Kwara United didnt hold due to the formers continental engagement, Akwa United will seek to reclaim the top spot from Pillars when they host Rangers this afternoon.	As Enyimba and Kwara United no play dia match bikos of Enyimba continential engagement, Akwa united go find way reclaim dia top-spot from Pillars wen dey host Rangers dis aftanoon.
The simplicity of the language of Journalism makes the reader to have confidence in the kind of newspaper he choose to read.	Di way wey journalism language simple reach na hin dey make pesin wey dey read am get confidence chose di kind newspaper wey he go read.
Golf doesnt depend on govt for foreign journeys  Oyinlola	Oyinlola tok say Golf no dey depend on goment for foreign journey.
The chairman, caretaker committee, Nigeria Golf Federation (NGF), Prince Olagunsoye Oyinlola has said since they came on board in 2017, his federation has been attending international competitions without government support.	Di Chairman, caretaker committee, Nigeria Golf Federation (NGF), Prince Olugunsoye Oyinlola don tok say since hin and hin pipo enta post for 2017, hin federation been dey attend International competition witout goment support
Speaking during the inauguration of the caretaker committees by the Minister of Youth and Sports Development, Sunday Dare on Tuesday, Oyinlola said Ever since we came on board to administer the federation, we have been up and taking part in international competitions and ensuring our golfers are well exposed.	As  he dey tok for di inarguration of Caretaker committee by di Minister of youth nd spot development, Sunday Dare on Tuesday, Oyinlola tok say, since we don dey administer di federation, we dey do evrithin, we dey take part for international competition and we dey ensure say awa golfers dey exposed well.
As president, I have always been taking part in international competitions.	As President, I don always take part for international competition.
We have taken our players to Morocco, Ireland, Botswana, Argentina and Mauritius on our own,he said.	He tok say; we don take awa players go Morroco, Ireland, Botswana, Argentinga and Mauritius on awa own.
He further said the standard of the game has improved and efforts have been made to improve and discover new talents.	He kom still tok say di standard of di game improve and dey done make effort  to find new talent and na to improve am.
I think we have gone a step higher than when we came on board.	I think say we don dey high pass wen we first start.
We have been organizing age-grade competitions to discover new talents.	We don dey use age-grade competition wey we organise take find new talent.
We have been keeping faith with our programs as far as golf is concerned.	We still get faith wit awa program for golf mata.
If we find ourselves going to the Olympics, Im sure I can get golfers that will do us proud,he stated.	He tok say; If we fit reach Olympics, I dey sure say we get golfers wey go play well.
It is the peculiarities of the field that set it apart from others.	Na di plenti special tins wey di work get make am different from di rest.
Cult clashes: Man arrested over killing of cousin in Edo	Cult Clash: Dem arrest one man for Edo say he kil hin cousin
Operatives of the Edo State Police Command have arrested a man identified as Igboje Victor, for allegedly taking part in the killing of his cousin brother during a rival cult fight.	Pipo wey dey operate for Edo State Police command don arrest one man wey hin name na Igboje Victor, bikos dem think say he get hand for di kilin of hin cousin brother wen two rival cult dey fight.
Igboje was among the 54 suspects paraded by the Edo State Police Commissioner, Philip Aliyu Ogbadu, for involving in various crimes in the state.	Igboje dey among di 54 suspect wey Edo state Police Commissioner parade, Phillips Aliyu Ogbadu, say dem dey various crime for di state.
According to the commissioner, the suspects were arrested for armed robbery, kidnapping, murder, cultism, rape among others.	As per wetin di Comissioner tok, dey arrest di suspect for armed robbery, kidnappin, murder, cultism, rape and oda tins.
The incident, it was learnt, happened in Sabogida-Ora Opuje community Owan West local government of Edo State.	Dey later know say di incident apun for Sabogida-Ora Opuje community for Owan west local goment for Edo state
Im innocent	I dey innocent
In an interview with Daily Trust, Igboje denied involvement in the killing.	For one interview wit Daily trust, Igboje deny say he get hand for di kilin
I was not involved in the killing of my brother but was arrested because I am a member of Eiye cult group while my late brother is in Aiye group.	I no get hand for my brother death but dem arrest me bikos I be Eiye cult group member while my late brother dey Aiye group.
In our community, we used to sell Indian Hemp to make money but the Aiye group used the drug business to arrest Eiye members through the police.	For awa community, we been dey sell Igbo take make moni, but Aiye group use di drug business use police arrest Eiye members.
The leader of both group scheduled a meeting at night to resolve the issue,he said.	He tok say di leader of di two group plan to meet dat night solve di gbege
He however added that, on the day of the meeting, Aiye members laid an ambush and shot at Eiye members while on their way to the venue of the meeting, killing one of them who was later taken to the mortuary.	He kom later add say, For di night of di meeting, Aiye members set trap for dem, dey kom shot Eiye members as dem dey go di meetin venue, dey kil one of dem wey dey later carry go mortuary.
The brother of the deceased, who is a military officer, said they should go and bury the boy because of his mother	Di pesin wey die brother na soldier, he say make dey go bury am bikos of hin mama.
After the burial, I went to the neighbouring community to buy food but when I returned, I learnt that Eiye members had gone to attack an Aiye member who happened to be my cousin and he died as a result of the injury he sustained.	Afta di burial,  I go di neighbourin community go buy food but wen I kom back, I hear say Eiye boys don go attack one Aiye guy and di guy na my cousin, he die bikos of di injury wey hin get
He said he was not among the group that attacked his brother, adding because we belong to rival cult groups, they said I was the one that killed him	He tok say he no dey for di group wey attack hin brother, he add say na bikos dem dey different group make dem tok say na hin kil am
and I was arrested by police alongside others.	And police kom arrest me wit di rest
I was not even there when my brother was attacked.	I no even dey der wen dey attack my brother
I didnt kill my brother,he said.	He tok say: I no kil my brother
The commissioner of police, however, said the suspects would be charged to court as soon as the investigation is completed.	Di commissioner of police kom tok say, dem go go court if dey don finish dia investigation
Nigeria's economic woe worsens as most food item doubled in price over the weekend and the bikers decided to grace us with their 30% increase too on every item made with flour	Economy kasala for Nigeria don worse as plenti food item don double dia price for di weekend and pipo wey dey bake sef join dem as dey add 30% for evritin wey dem dey use flour do.
Economic woes deepen as bakers hike bread, biscuits prices by 30%	Economy kasala dey plenti as bakers increase bread and biscuit wit 30%
The economic hardship in the country has taken a new dimension as the Association of Master Bakers and Caterers of Nigeria (AMBCN) has directed its members to increase the prices of bread, biscuits and other baked items by 30 percent due to the rising cost of production.	Di kontri economy wey hard don show face for anoda mata as di Association of Masters Bakers and Caterers of Nigeria (AMBCN) don tell dia members say make dem increase bread, biscuit and any oda tin wey dem dey bake price wit 30 percent bikos of di cost of production wey don high.
Bread and biscuits are common consumable items in many Nigerian households and before the association gave this directive, many had lamented the sharp increase in cost of items across the country.	Bread and biscuit na food wey common for plenti house for Nigeria, and before di association announce wetin dem tok, plenti pipo for di kontri don dey complain bikos of how tins cost.
At the National Executive Council (NEC) meeting of the association held in Abuja recently, members lamented the cost of production and reached the resolution of raising prices.	For di National Executive Council (NEC) meeting wey di association do for Abuja recently, dia members dey complain about how tins cost and dey gree say make dem increase di price of wetin dem dey sell.
The national president of AMBCN, Mansur Umar, said the price adjustment was as a result of the sudden increase in the cost of production as well as prices of sugar, butter, yeast and flour.	AMBCN national president, Mansur Umar, tok say di price wey dem change na bikos of  di way wey cost of production take increase suddenly and how sugar, butter, yeast and flour moni sef increase
While commending the federal government for resuscitating the cassava flour programme, the association bemoaned the skyrocketing price of regular flour in the last six months with one truck of flour which cost less than N6 million is now N9m.	As dem dey commend federal goment say dey revive di cassava flour programme, di association dey complain bad bad about regular flour price wey just increase anyhow since di last six month, wey be say one flour truck no reach 6 million before kom be 9 million now.
After considering the impact of the skyrocketed prices of baking ingredients/materials for the survival of our noble business, which is presently bleeding, the association came to the conclusion to adjust our prices by 30 percent,he said.	He tok say; afta we consider di bakin/ingredient and material price wey don too increase, sake of say make dis awa noble work wey dey bleed fit survive, di association conclude say make we just increase awa price wit 30 percent
The association also resolved to ask the federal government to reverse the tariff regime imposed by the National Agency for Food and Drugs Administration and Control (NAFDAC) and to streamline bakers regulation by NAFDAC only.	Di association sef conclude say dem go ask federal goment make dem reverse di tariff regime wey National Agency for Food Administration and Control (NAFDAC) force dem dey pay and make only NAFDAC dey steamline bakers regulation.
Also speaking, the national secretary, Jude Okafor, was hopeful that the federal government will meet their demands to avert the increase.	Dia national secretary , Jude Okafor wey tok sef say he dey hope say feredal goment do wetin dey want so dem go fit avoid di moni wey dey wan increase.
Nigeria's senior male basketball team once again prove that they are from the giant of Africa as they nabbed the Highest rank African team title at the Olympics.	Nigeria senior male basketball team don prove say na from Giant of Africa dey take kom as dey collect Highest rank African team title for Olympics.
DTigers draw kenya, Mali, Cote dIvoire for 2021 Afrobasket	Tigers follow Kenya, Mali, Cote d'Ivoire for 2021 Afrobasket.
Nigerias senior male basketball team, DTigers have been drawn against Kenya, Mali and Cote dIvoire in the group stage of the 2021 FIBA Afrobasket.	Nigeria senior male basketball team don follow Kenya, Mali and Cote d'Ivoire draw for di group stage for 2021 FIBA Afrobasket.
At yesterdays brief ceremony, the 2015 Afrobasket champions landed in group C for the tournament to be held between 24th, August and 5th, September.	For di cermony wey dem do yesterday briefly, di 2015 Afrobasket champion land for Group C for di tournament wey dem go do between August 24 and September 5.
With many already tipping the DTigers as one of the title contenders, Nigeria will still face Cote dIvoire (ranked 50), 77th ranked Mali and Coach Liz Mills inspired Kenya who pulled off an upset against Angola with a buzzer beater to qualify after 28 years wait.	As many pipo don dey tok say Tigers na strong team wey fit win di title, Nigeria go still face Cote d'Ivoire wey dey number 50 for rank, Mali wey be number 77 and Kenya wey beat Angola anyhow afta dey don wait 28 years bikos of dia Coach Liz Mills.
The 2021 Tokyo Olympics bound team will hope to go a step further than their 2017 achievement where they won the silver medal.	Di team wey go go Tokyo Olypmics for 2021, go nid play well pass wetin dey play for 2017 wen dey win Silver medal.
The team who lost to host-Tunisia had since evolved to become number one in Africa and number 22 in the world.	Di team lose to Tunisia wey dey host dat time and since dat time, dey be number one for Africa and number 22 for di world.
DTigers in 2019 became the first country in the world to qualify for the FIBA World Cup.	Tigers na hin be di first kontri wey go qualify for FIBA World Cup for 2019.
Despite narrowly missing out of the quarter finals, the team were able to punch their Olympics ticket as the highest ranked team out of Africa at the tournament.	Although e remain small wey dem go enta quarter finals, di team collect di Olympic ticket say na dem be di oga for Africa for di tournament.
NDLEA hardworks pays off: The depth of illicit drugs trafficking and usage is uncovered in Nigeria as NDLEA has uncovered N30bn slush funds and drugs worth over N90bn	NDLEA work don pay: Drug traffickin and de rate wey dem dey use am don show as NDLEA don see N30bn illegal moni collect and N90bn illegal drug sef join. 
Illicit drugs: NDLEA uncovers N30bn slush funds	Illicit drugs: NDLEA reveal N30bn unlawful moni.
The chairman of the National Drug Law Enforcement Agency, Buba Marwa, says the NDLEA is currently investigating N30bn slush funds believed to be proceeds of drugs.	National Drug Law Enforcement Agency Chairman, Buba Marwa, tok say NDLEA dey investigate N30bn slush fund wey dem feel say na moni for drugs.
He disclosed this in Abuja on Monday while giving commendation letters to 45 outstanding officers as well as best performing commands award for the months of March and April, 2021.	He tok am for Abuja on Monday mornin wen hin give 45 officers wey dey work well commendation letter and best performing command award for March and April, 2021.
He said the agencys offensive action would not stop until the nations streets, communities, towns and cities had been cleaned up of any remnant of illicit drugs.	He tok say di strong action wey di agency dey take no go stop until  all di street,community, town and city wey dey di kontri no get drugs wey dey illegal again
He said: While we keep up the offensive in the field, the leadership of the agency will daily continue to work out effective strategies and tactics to sustain the momentum.	He tok say: As we continue to dey fight how dem dey use illegal drugs for outside, awa leaders for di agency go dey find how dem go maintain di situation.
That is why weve strengthened our Directorate of Assets and Financial Investigations to go after all assets or funds linked to drug trafficking which had led to interim and final forfeiture orders on assets and funds worth billions of naira linked to drug traffickers and barons.	Na di reaseon why we don make awa Directorate of asset and Finanacial Investigations, go make sure say dem collect all di moni and property wey get link wit drug traffickin, wey lead dem go meet di pipo dem and final order to forfeit property and moni wey worth plenti billion naira wey get link wit di pipo wey dey traffick di drugs and dia baron dem.
Marwa said the vigour with which the agency was targeting drug cartels had led to the seizure of 2,050,766.33kg of assorted illicit drugs and cash worth over N90bn as well as arrest of 2,175 drug traffickers.	Marwa tok say di strength wey di agency dey use target drug cartel don make dem fit seize different illegal drug wey reach 2,050,766.33kg, moni wey reach N90bn and dey don arrest 2,175 pipo wey dey carry di drug.
He stressed the need to deny criminal elements all benefits of their proceeds of crime in addition to sending them to jail.	He emphasize on top di fact say e dey important make di criminals dem no go fit collect any moni wey dem get from dia drugs dey go still kom go jail.
The matter of Kidnapping in Zaria and the country as a whole is now turning to a nightmare	kidnappin mata for Zaria and whole kontri don dey worse.
Vigilantes arrest 2 kidnappers in Zaria	Vigilante arrest 2 kidnappers for Zaria
Two suspected kidnappers have been arrested by vigilantes at the Low-Cost area of Zaria in Kaduna State, Daily Trust reports.	Daily trust tok say vigilante don arrest two pipo wey dem suspect say be kidnapper for one ghetto area for Zaria, Kaduna State.
The incident occurred around 10 pm on Sunday when an unspecified number of kidnappers stormed the low-cost in an attempt to kidnap the residents but were confronted by the local vigilantes.	Di incident apun around 10 on Sunday wen some kidnappers enta di place wit force say dey wan kidnap pipo wey dey stay for der but local vigilante face dem.
A resident, who did not want to be named, said the kidnappers were shooting sporadically to scare the people but the vigilantes engaged them in a gun duel before the arrival of the police.	One pesin wey dey stay der wey no wan tok hin name, tok say di kidnappers dey shoot anyhow to make pipo fear but di vigilante face dem wit dia gun before police kom later.
Daily Trust however gathered that four residents were abducted by the other members of the kidnap gang while some youths sustained injuries in the encounter that lasted for about two hours.	Daily trust later find out say some of di kidnappers dem kidnap four pipo wey dey der as some youth injure diasef for wen e apun, di kidnappin last for about two hours.
Kaduna State Police Command spokesman ASP Mohammed Jalige said the two arrested suspects were undergoing interrogation while their fleeing accomplices were being trailed by the police.	Kaduna State Police Command Spokeman ASP Muhammad Jalige tok say dem dey interrogate di two pipo wey dem arrest and police dey find di oda ones wey run.
IPOB leader has threatened to turn the country to a zone riddled with bloodbath for people that don't see reason with him	IPOB leader don threaten pipo say hin go dey kil pipo wey no reason wit am
Interrogating IPOBs Emma Powerful threat to spill blood	IPOB Emma Powerful don threaten pipo say he go spill blood.
The threat to murder in cold-blood by one Emma Powerful, media and publicity secretary of the Indigenous Peoples of Biafra (IPOB) of any Igbo who neglects his warning is certainly going too far and should not be ignored, except we have finally descended into anarchy, where the powerful  as the little fascist, Mr. Emma Powerful as he called himself  can drag people out for merely disagreeing with him or his organization and have them dispatched to their ancestor as he boasted.	Emma Powerful wey be media and publicity secretary for IPOB threat to dey kil any Igbo pesin wey no follow hin warning don dey too serious, and dey no suppose ignore am except say we no get goment, wer small small fascist like Mr Emma Powerful as he call himsef go dey tok say hin go dey drag pipo kom out, dey send dem go meet Baba God as he tok bikos dey no follow am or hin organization.
He did not seem to boast empty; as the mayhem that is enveloping the South East region of Nigeria is obviously orchestrated.	Di mouth wey hin dey run no be play; as e be say di kasala for Nigeria South-east show say na plan dey plan am.
Bereft of the understandingg of the simple Igbo leadership etiquette, where a leader is Onye-oje ozi,or servant of his people who builds consensus through extensive consultation, the Emma Powerful who prefer a thuggish title of Onye-ike,whose basic instrument is coercion, intimidation and now threat to murder the same Ndigbo, who he claim to champion their cause.	As he no understand how simple Igbo leadership dey be, wey be say dia leader na Onye-oje ozi or servant of hin pipo, wey make di pipo agree wit am afta he don consult plenti pipo, Emma Powerful wey prefer one thug title, Onye-ike, wey be say na to dey force dem, make dem fear am and now he dey threaten to kil di same Ndigbo wey he say he dey fight for.
For a man so intolerant and wired to effortlessly shed blood to advance his cause, the question is who would really want to live in a Cave Republic run by bloody thugs.	For man wey be say he no dey tolarate, wey be say to kil pipo take push hin cause no be kasala, di question be say who go wan stay tru tru for Cave Republic wey be say na thug dey run am
The historical Biafra was not a choice made by Ndigbo; it was rather the only available option forced on Ndigbo at the time at a particular time in history, which they braved out with enormous heroism and sacrifice to defend and uphold.	Di Biafra wey pipo know for history no be Ndigbo choice; Na di only choice wey dem force Ndigbo do be dat for dat time, wey dem face bravely wit plenti courage and sacrifice so dem go fit defend and uphold
Biafra was not so much rebellion as it was a resistance to affirm the right of a people   not only to exist but to live in dignity.	Biafra no too oppose authority reach how dey try make di pipo right dey valid, no be say make dem just exist, but na to live wit dignity.
The historical Biafra was a line of safety drawn so that all of the Igbo people  then, brutally persecuted  who crossed into, can live in relative safety.	Di Biafra wey dey history na like safety precaution for all Igbo pipo wey suppose don too suffer dat time fit kom, place wey dey fit stay safely.
The declaration and the struggle of the historical Biafra was not a show piece or a profit-making enterprise for which the current purveyors are curiously engaged in.	Di declaration and di struggle of di old Biafra no be show or avenue to make moni wey di pipo wey dey lead am dey do pass now.
Prior to the declaration of Biafra in 1967, the Eastern consultative assembly, a formidable representative and consultative body of all shades of opinions in the eastern region, given the circumstances of the time unanimously agreed and gave their authority to the declaration.	Before dem declare Biafra for 1967, Eastern Consultative assembly, one group wey dey represent, still dey advice for all di opinion wey pipo get for east, bikos of wetin dey apun gree say make dem make di declaration wit dia authority.
And that was why the war to defend the young republic was a widely shared enterprise of Ndigbo and even other non-Igbo ethnic nationalities in the region, who made unforgettable sacrifices.	Na di reason wey make di whole Ndigbo and oda tribe wey no be Igbo, wey sacrifice, wey dem no fit forget gree protect di republic wey still small
Even as the war ended, with the collapse of Biafra, and national reconciliation, Ndigbo returned to project Nigeria without malice and with considerable determination and courage, to enable it work.	As di war dey end sef, wey Biafra don fall, wey evribodi don settle, Ndigbo go back go protect Nigeria, wit clean mind, strong determination and courage, so e go fit work,
The context of contemporary Nigerias crises and deepening fissures is on account of a neo-capitalist state hobbled by the backwardness and fetter of the productive forces, shackled and unable to reproduce the material basis for its existence.	Di context of new Nigeria kasala and disagreement for dia point of view wey dey deep na bikos of one neo-capitalist state wey dey go backward, and di chain of di productive forces, wey dem chain, wey no fit produce di material of hin existence again.
As the contemporary Nigerias state grows hollow and enters a melting point of atrophy and lethargy, the basic units consisting of ethnic nationalities and other civic, cultural and religious entities struggle for a space of self-preservation, expression and recreation.	As di new Nigeria kasala dey grow, wey e no dey progress and e slow, di simple tins like tribe, culture and religion dey struggle to preserve, express and recreate diasef.
In the overall, it is easier to brandish a secessionist flag, without an iota of understandingg of the critical socio-economic infrastructure on which a viable state can be constructed.	ova-all, e dey easy to carry retirement flag, wen dey no understand how socio-economic infrastructure dey important if dey wan build kontri wey go survive.
Africas newest state, South Sudan is still tragically in the intensive care unit, leaving the larger number of her population in worse condition than the earlier condition before a brand new state was created.	South Sudan wey be Africa last born still dey breastfeed as dia condition now worse pass dia former condition.
There is nothing to indicate that the current loud canvasser of Biafra has any insight into what a state establishment and construction is all about.	Notin show say Biafra current leader wey like to dey make noise know anythin about how dem dey build or create kontri
Even as the independent state, the yearn for are not in insight, the authoritarian and fascist streak of its purveyors like the threat of the Emma powerful that whoever disagrees with him would be dispatched to meet his ancestors are already evident.	Even if dem dey independent, to built state no dey di real deal, to dey command pipo witout respect , make di fascist leaders like Emma Powerful wey dey threaten to kil pipo don show already.
Ndigbo is quite sophisticated to be led by thugs and touts, who lack the simple understandingg that Igbo political culture and framework is basically consultative.	Ndigbo too posh to get leaders wey be thug and tout, wey no understand say Igbo political culture and framework na to dey consult elders.
The little dictator Mr. Nnamdi Kanu, who does not know any village in Igboland, besides his own, claims the leadership of Igbo nation as entitlement, a people, whose lives he hardly understood, except for the inflow of donations from its diaspora.	Mr Nnamdi Kanu wey been dey command dem, no know any village for Igboland apart from hin own, dey claim to be dia leader like say na hin own, pipo wey be say he no know how dem dey live except for di moni wey hin dey send give dem from abroad.
The media and publicity secretary, Mr. Emma, the Powerful through arrogance and petty fascist impunity has done more damage to the Igbo basic framework of consultation and consensus.	Mr Emma "di Powerful" wey be dia media and publicity secretary don use hin arrogance and petty fascist inpunity spoil Igbo basic framework wey be say na to dey consult pipo and to dey agree for somethin generally before dey do am.
